,cos_sim,mse_dist,word_a,word_b
46,0.7040289640426636,0.591941773891449,sandwich,burrito
47,0.8490190505981445,0.3019615113735199,staff,manpower
48,0.7573911547660828,0.48521727323532104,chinese,renminbi
49,0.9793204069137573,0.041359178721904755,terrible,horrible
50,0.7810757756233215,0.437847763299942,get,attains
51,0.6889799237251282,0.622039258480072,back,returned
52,0.8169800639152527,0.3660396337509155,ten,tio
53,0.9781439900398254,0.04371194541454315,story,tales
54,0.8166681528091431,0.36666280031204224,white,bianchi
55,0.9079462289810181,0.18410727381706238,political,policy
56,0.5042980909347534,0.9914039969444275,iceberg,glacial
57,0.852941632270813,0.294116348028183,also,likewise
58,0.595742404460907,0.8085141181945801,sergeants,lieutenants
59,0.7422950863838196,0.515408992767334,ice,glacier
60,0.8201014995574951,0.3597967326641083,resonance,resonant
61,0.977867066860199,0.04426605626940727,hideous,abominable
62,0.7814541459083557,0.43709084391593933,cup,coupe
63,0.9412270784378052,0.11754565685987473,request,asks
64,0.7902150750160217,0.419569730758667,modern,modernization
65,0.8242068290710449,0.35158610343933105,realizing,attaining
66,0.7336481809616089,0.5327032804489136,instead,similarly
67,0.9777314066886902,0.04453694075345993,new,newer
68,0.8454662561416626,0.3090670108795166,seemed,looked
69,0.901324987411499,0.19734956324100494,charred,torched
70,0.843543529510498,0.31291255354881287,welcome,welcomed
71,0.6783522367477417,0.6432943940162659,available,disposable
72,0.7611157894134521,0.477768212556839,drinks,cocktails
73,0.6806445717811584,0.6387103199958801,supermarket,store
74,0.7518085241317749,0.4963819086551666,spirit,mentality
75,0.9720687866210938,0.0558621883392334,first,frst
76,0.8548395037651062,0.2903204560279846,time,period
77,0.8095995187759399,0.3808000683784485,reputation,notoriety
78,0.8020548820495605,0.39588966965675354,disappointment,dissatisfaction
79,0.6936559677124023,0.6126872897148132,buttermilk,molasses
80,0.8515733480453491,0.29685330390930176,freaked,affraid
81,0.5949380397796631,0.8101224899291992,chops,loin
82,0.5492320656776428,0.9015358090400696,caton,mundy
83,0.8253495693206787,0.34930068254470825,pretty,belle
84,0.7868021726608276,0.4263954758644104,rock,pebble
85,0.7414100170135498,0.5171796679496765,half,mid
86,0.4044807553291321,1.1910375356674194,douglas,murray
87,0.8731696009635925,0.2536601722240448,great,prodigious
88,0.7502564787864685,0.49948686361312866,took,pick
89,0.8120839595794678,0.3758319616317749,mentioned,talked
90,0.9492858052253723,0.10142841935157776,proficient,skilled
91,0.9006549119949341,0.1986900120973587,effort,endeavour
92,0.87404865026474,0.25190258026123047,found,uncovered
93,0.7378422021865845,0.5243150591850281,walter,fernand
94,0.7031937837600708,0.5936121940612793,flavored,flavor
95,0.7193092703819275,0.5613809823989868,sales,soiled
96,0.7284911274909973,0.5430160760879517,played,doing
97,0.7224995493888855,0.5550004839897156,righteousness,virtue
98,0.8307474255561829,0.33850470185279846,wine,wines
99,0.8087390661239624,0.3825216293334961,bar,solicitor
100,0.8455381989479065,0.3089229464530945,amount,quantity
101,0.7613831758499146,0.4772331118583679,people,gens
102,0.5291857719421387,0.9416277408599854,socially,community
103,0.5262821316719055,0.9474349617958069,denny,craig
104,0.8457406759262085,0.30851832032203674,best,better
105,0.9418943524360657,0.11621088534593582,progress,advances
106,0.9394553303718567,0.12108900398015976,shows,illustrates
107,0.5884475708007812,0.8231040239334106,alabama,arkansas
108,0.777092695236206,0.44581398367881775,heavy,lourdes
109,0.662168025970459,0.6756632924079895,pasta,curd
110,0.8132447004318237,0.37351009249687195,store,storehouse
111,0.7021134495735168,0.5957726836204529,mine,mineral
112,0.918091893196106,0.16381578147411346,critics,detractors
113,0.9105399250984192,0.17891986668109894,shy,timid
114,0.7463372945785522,0.5073245167732239,competent,skilful
115,0.6982091069221497,0.603580892086029,sullivan,riley
116,0.688744843006134,0.6225096583366394,plenty,full
117,0.8486518263816833,0.3026960492134094,brutal,barbarous
118,0.8836473226547241,0.23270511627197266,reveal,unveil
119,0.8924360871315002,0.2151278257369995,getting,obtaining
120,0.885813295841217,0.2283732146024704,say,tell
121,0.80325847864151,0.39348262548446655,plague,epidemic
122,0.9731719493865967,0.05365605279803276,unknown,undisclosed
123,0.7319996953010559,0.53600013256073,mined,mining
124,0.4994596838951111,1.0010802745819092,eta,eat
125,0.7682193517684937,0.4635606110095978,prefer,lieber
126,0.8416287302970886,0.3167419731616974,innocently,nonchalantly
127,0.8055962324142456,0.3888077139854431,sprawling,complicated
128,0.9617192149162292,0.07656159996986389,child,infantile
129,0.8242939710617065,0.3514118492603302,order,ordering
130,0.8738347291946411,0.25232988595962524,perfectly,totally
131,0.7725005745887756,0.45499855279922485,still,even
132,0.8280319571495056,0.34393584728240967,adequately,enough
133,0.9436652064323425,0.11266937106847763,minor,marginal
134,0.9212117195129395,0.15757626295089722,although,whilst
135,0.9581918120384216,0.08361651003360748,impeccable,perfect
136,0.8821573853492737,0.23568479716777802,despite,while
137,0.9580509662628174,0.08389817178249359,awesome,marvelous
138,0.7805841565132141,0.43883058428764343,little,modest
139,0.7499750852584839,0.500049352645874,much,eminently
140,0.8918936848640442,0.21621209383010864,emerge,arise
141,0.9219985008239746,0.15600299835205078,disbelief,scepticism
142,0.6791308522224426,0.6417381763458252,eagle,nighthawk
143,0.930574357509613,0.13885103166103363,waiting,await
144,0.7872920632362366,0.42541518807411194,find,discovered
145,0.8315995335578918,0.3368002772331238,later,trailing
146,0.8226274847984314,0.3547446131706238,deal,addresses
147,0.8191008567810059,0.3617979884147644,option,surrogates
148,0.9164146184921265,0.1671704202890396,incoherent,inconsistent
149,0.9683848023414612,0.06323017925024033,calm,placate
150,0.8607392311096191,0.27852144837379456,done,completed
151,0.7306467890739441,0.5387062430381775,water,aquatic
152,0.9549431800842285,0.09011336416006088,capacity,ability
153,0.8249809741973877,0.3500373959541321,whole,generals
154,0.9031446576118469,0.1937103271484375,rules,regulatory
155,0.7660498023033142,0.4679001569747925,financial,funds
156,0.9335545897483826,0.1328904926776886,slightly,marginally
157,0.7733945250511169,0.4532104432582855,doris,marietta
158,0.7984882593154907,0.4030231237411499,omelet,omelets
159,0.7428407669067383,0.5143170356750488,make,doing
160,0.7527807950973511,0.49443772435188293,play,playback
161,0.8783165216445923,0.2433663010597229,children,kiddies
162,0.8136868476867676,0.37262585759162903,mark,dialed
163,0.8151149153709412,0.3697699308395386,wolf,lobo
164,0.9120765924453735,0.17584678530693054,food,dietary
165,0.76731938123703,0.4653608798980713,afford,lend
166,0.7950403094291687,0.4099184274673462,son,filho
167,0.7887734174728394,0.42245247960090637,signature,signed
168,0.8726066946983337,0.2547864615917206,next,future
169,0.4426162540912628,1.114766240119934,jameson,harmon
170,0.7005795240402222,0.598840057849884,classic,normal
171,0.8269120454788208,0.34617578983306885,nearly,around
172,0.9966503381729126,0.006699244026094675,lacks,lacking
173,0.9756109714508057,0.04877771437168121,send,dispatches
174,0.9143806099891663,0.1712387353181839,unsatisfied,displeased
175,0.8148003220558167,0.37039875984191895,saw,observed
176,0.8579691648483276,0.28406140208244324,earth,tierra
177,0.7844899892807007,0.43101996183395386,thank,congratulate
178,0.7485211491584778,0.502957284450531,times,deadlines
179,0.993800163269043,0.012399807572364807,aunts,aunties
180,0.8207582831382751,0.35848328471183777,would,should
181,0.9534146189689636,0.09317056089639664,diverse,differing
182,0.9518257975578308,0.09634818881750107,review,reviews
183,0.5961422920227051,0.8077152371406555,service,serves
184,0.7972655892372131,0.40546858310699463,prove,testifies
185,0.8552121520042419,0.28957515954971313,ship,battleship
186,0.9379374980926514,0.12412524223327637,purchase,buying
187,0.8622981905937195,0.2754029929637909,really,truthfully
188,0.7568105459213257,0.4863783121109009,happen,arrives
189,0.7542147040367126,0.49157026410102844,book,livre
190,0.7916200160980225,0.41675978899002075,tried,tempted
191,0.9831497669219971,0.03370010852813721,owner,proprietor
192,0.9003114700317383,0.1993771344423294,cults,religions
193,0.9430394172668457,0.11392135918140411,house,houses
194,0.970511794090271,0.0589764267206192,help,aid
195,0.6895450949668884,0.6209092736244202,personalities,characters
196,0.7773996591567993,0.44520047307014465,addition,anymore
197,0.6779046058654785,0.6441899538040161,doubt,doubtless
198,0.9793204069137573,0.041359178721904755,horrible,terrible
199,0.8639333248138428,0.2721327245235443,star,superstar
200,0.9974294304847717,0.0051413644105196,undeniably,unquestionably
201,0.8959974050521851,0.20800481736660004,nasty,soiled
202,0.7770452499389648,0.44590917229652405,credit,appropriations
203,0.8256044387817383,0.34879088401794434,arrived,come
204,0.47989970445632935,1.0401999950408936,panned,maligned
205,0.6922304630279541,0.6155382394790649,may,might
206,0.7882364392280579,0.4235266149044037,end,conclude
207,0.8816661238670349,0.23666751384735107,week,weeks
208,0.8314460515975952,0.3371070921421051,leave,let
209,0.595646858215332,0.8087047934532166,syrup,applesauce
210,0.6016979217529297,0.7966033220291138,milkshake,rattle
211,0.869047224521637,0.2619052231311798,movie,cinematographic
212,0.8101167678833008,0.3797660171985626,criticism,criticized
213,0.9958562254905701,0.008287512697279453,someone,somebody
214,0.7988079190254211,0.4023836553096771,aboard,shipboard
215,0.7153802514076233,0.5692383646965027,term,terms
216,0.8295544981956482,0.3408905565738678,body,agency
217,0.9669954180717468,0.0660090520977974,brainless,dolt
218,0.8023717403411865,0.39525654911994934,enough,suitably
219,0.7282572984695435,0.5434845089912415,look,stare
220,0.9213767051696777,0.15724647045135498,fans,buffs
221,0.8757186532020569,0.24856235086917877,man,dawg
222,0.8718708753585815,0.2562580108642578,though,notwithstanding
223,0.8195608854293823,0.3608778715133667,songs,ballads
224,0.7914265990257263,0.417146235704422,overkill,overstated
225,0.8005674481391907,0.3988646864891052,including,comprises
226,0.8513020277023315,0.2973957657814026,kinds,genus
227,0.8121739625930786,0.37565159797668457,war,warfare
228,0.5509079098701477,0.8981837630271912,lerner,schwartz
229,0.8217925429344177,0.3564142882823944,nice,handsome
230,0.8813680410385132,0.23726339638233185,wrong,mistaken
231,0.7275498509407043,0.5448998808860779,came,was
232,0.9975001811981201,0.004999473225325346,atmosphere,ambience
233,0.8067387342453003,0.3865222632884979,walking,marche
234,0.7995283007621765,0.40094295144081116,head,chef
235,0.7567981481552124,0.48640286922454834,heart,epicentre
236,0.9766191244125366,0.04676174744963646,stupid,dopey
237,0.7452883720397949,0.5094229578971863,victoria,victorian
238,0.8380995392799377,0.32380005717277527,comes,occurs
239,0.7008588910102844,0.5982818007469177,self,automatic
240,0.9235367178916931,0.1529264748096466,genuine,truthful
241,0.7674347162246704,0.4651297330856323,saying,say
242,0.6641746163368225,0.6716501116752625,larson,petersen
243,0.7036712765693665,0.5926568508148193,mattress,comforters
244,0.8662375211715698,0.267524391412735,especially,predominantly
245,0.9121269583702087,0.17574606835842133,upon,once
246,0.8413276672363281,0.31734421849250793,main,leading
247,0.8150460124015808,0.3699076771736145,racism,ethnic
248,0.6939259171485901,0.6121478080749512,via,throughout
249,0.9128084182739258,0.17438283562660217,tasty,delectable
250,0.4562573730945587,1.0874836444854736,maugham,flaubert
251,0.7109289765357971,0.5781407952308655,hours,periods
252,0.8066644668579102,0.38667088747024536,spend,expended
253,0.9887953996658325,0.022409353405237198,use,utilizing
254,0.797379195690155,0.40524131059646606,salads,veggie
255,0.8502799272537231,0.299439400434494,similar,identical
256,0.817000687122345,0.3659978210926056,true,real
257,0.7786176800727844,0.4427642524242401,theatrical,cinematographic
258,0.7646510601043701,0.4706974923610687,everything,everthing
259,0.7458770871162415,0.5082449316978455,cases,dossiers
260,0.9936310648918152,0.01273807417601347,hacking,hack
261,0.8519185781478882,0.29616260528564453,business,businesses
262,0.8773895502090454,0.24522072076797485,wanted,wanting
263,0.762397825717926,0.47520390152931213,documentary,documents
264,0.8763085603713989,0.24738241732120514,film,cinematographic
265,0.7311817407608032,0.5376360416412354,blood,baptism
266,0.5905239582061768,0.8189510703086853,basket,hoop
267,0.9379549622535706,0.12409023940563202,old,ancient
268,0.7718614935874939,0.4562762677669525,intelligence,mind
269,0.7455146312713623,0.5089704990386963,de,for
270,0.8180747628211975,0.3638499975204468,discovery,detecting
271,0.5557436347007751,0.8885126113891602,fanny,francis
272,0.7409694194793701,0.5180608034133911,nemesis,opponent
273,0.7756595611572266,0.4486802816390991,alive,live
274,0.7993137240409851,0.4013722538948059,never,jamais
275,0.8589673638343811,0.2820647060871124,cartoon,cartoons
276,0.9901868104934692,0.019626356661319733,comparison,comparing
277,0.7537918090820312,0.4924158453941345,becoming,gotten
278,0.7291386127471924,0.5417221188545227,well,too
279,0.9021886587142944,0.1956225484609604,considering,contemplating
280,0.7668298482894897,0.46634024381637573,deliver,providing
281,0.769120991230011,0.4617578983306885,lying,liar
282,0.7745869159698486,0.45082563161849976,waste,litter
283,0.7933028340339661,0.41339385509490967,garbage,waste
284,0.9056887626647949,0.18862198293209076,long,lengthy
285,0.7905286550521851,0.4189424216747284,rate,velocities
286,0.8201395273208618,0.35972049832344055,made,introduced
287,0.7947758436203003,0.41044729948043823,agent,publicist
288,0.7794973850250244,0.4410049617290497,good,decent
289,0.7529518604278564,0.4940965175628662,chicken,sissy
290,0.6458524465560913,0.7082942724227905,box,mailbox
291,0.8338599801063538,0.3322795033454895,treat,dealing
292,0.9336962103843689,0.1326076239347458,definitely,certainly
293,0.8902027010917664,0.21959471702575684,couple,couples
294,0.7914057970046997,0.4171876311302185,question,problem
295,0.7725005745887756,0.45499855279922485,even,still
296,0.8198208808898926,0.3603578805923462,repaired,mend
297,0.808260977268219,0.3834776282310486,humor,mood
298,0.8721877336502075,0.25562429428100586,anywhere,somewhere
299,0.7706878781318665,0.4586237967014313,bloody,bloodthirsty
300,0.5570629239082336,0.8858728408813477,menu,ways
301,0.7171152830123901,0.5657689571380615,market,marketing
302,0.9741914868354797,0.05161689594388008,substance,substances
303,0.965203583240509,0.06959288567304611,feeble,frail
304,0.8551326394081116,0.2897340953350067,cult,heresy
305,0.722905158996582,0.554189145565033,spicy,chili
306,0.8199610710144043,0.3600773215293884,clear,definite
307,0.5973480939865112,0.8053035140037537,li,le
308,0.6876369714736938,0.6247251629829407,writer,screenwriters
309,0.8956393599510193,0.2087211310863495,pay,paid
310,0.9578514099121094,0.08429745584726334,decent,dignified
311,0.9156821370124817,0.1686353236436844,loved,love
312,0.9788039326667786,0.04239218682050705,completely,wholly
313,0.7608002424240112,0.4783989489078522,sworn,swear
314,0.8968099355697632,0.2063797265291214,sadly,woefully
315,0.7385786175727844,0.522842288017273,short,abbreviated
316,0.9937021136283875,0.012595603242516518,driver,drivers
317,0.9894890189170837,0.021021727472543716,mainly,primarily
318,0.8344465494155884,0.33110669255256653,script,scripts
319,0.8995247483253479,0.20095016062259674,recommended,recommendations
320,0.9131945967674255,0.1736103594303131,transformation,conversions
321,0.8175274133682251,0.36494478583335876,planned,contemplated
322,0.8587044477462769,0.2825905382633209,attentive,circumspect
323,0.9623531699180603,0.07529352605342865,satisfaction,gratification
324,0.9644511938095093,0.0710974708199501,robbed,burgled
325,0.7531440258026123,0.49371159076690674,free,liberty
326,0.886890172958374,0.22621938586235046,working,worked
327,0.6706193685531616,0.6587607264518738,paranoia,narcissism
328,0.6919638514518738,0.6160717606544495,bit,slightly
329,0.8892812728881836,0.22143708169460297,dead,deceased
330,0.7595892548561096,0.48082077503204346,ever,increasingly
331,0.8626036047935486,0.27479225397109985,future,forthcoming
332,0.7487202882766724,0.5025588274002075,feta,fat
333,0.8743457198143005,0.25130847096443176,overall,whole
334,0.9627945423126221,0.07441064715385437,motor,car
335,0.8041077852249146,0.3917846381664276,hard,difficult
336,0.7789024710655212,0.44219452142715454,many,much
337,0.9217498302459717,0.15650027990341187,shopping,shop
338,0.8474788069725037,0.3050423264503479,spoke,speaks
339,0.8864390254020691,0.227121964097023,dying,dies
340,0.7687142491340637,0.46257129311561584,duke,duc
341,0.8252524137496948,0.3494950532913208,hit,slapped
342,0.9944183230400085,0.011163447052240372,unsettling,troubling
343,0.8173539042472839,0.36529162526130676,edition,publishing
344,0.8280265927314758,0.34394630789756775,small,minor
345,0.6893901824951172,0.6212190985679626,predictable,anticipated
346,0.7434778809547424,0.5130437612533569,dependable,trusted
347,0.6679254174232483,0.6641480922698975,away,outdoors
348,0.767799973487854,0.4643997848033905,things,elements
349,0.6212549209594727,0.7574889659881592,overpriced,exorbitant
350,0.8428480625152588,0.3143033981323242,episodes,spells
351,0.6188743114471436,0.7622510194778442,improv,comedic
352,0.7417615652084351,0.516476035118103,family,parents
353,0.7661784291267395,0.4676426351070404,produce,produces
354,0.6975281834602356,0.6049433946609497,trashy,crass
355,0.8953692317008972,0.20926138758659363,meals,eating
356,0.9153200387954712,0.16935981810092926,neighborhood,neighbourhoods
357,0.8059828281402588,0.3880348801612854,portions,chunks
358,0.8021088242530823,0.39578181505203247,mushrooms,molds
359,0.7843560576438904,0.4312872886657715,part,fractions
360,0.8222737908363342,0.35545217990875244,dollar,usd
361,0.8837130665779114,0.23257336020469666,lifeboat,rowboat
362,0.8632657527923584,0.273468554019928,medal,ornaments
363,0.6344653367996216,0.7310685515403748,one,anybody
364,0.7750565409660339,0.4498864710330963,least,minimum
365,0.8405206203460693,0.31895819306373596,william,wilhelm
366,0.9202867746353149,0.15942615270614624,almost,roughly
367,0.3672381639480591,1.2655216455459595,grader,manipulator
368,0.8950889110565186,0.20982174575328827,hapless,lamentable
369,0.7638392448425293,0.47232088446617126,understood,realized
370,0.7490904927253723,0.5018184781074524,unbearable,unendurable
371,0.8613156080245972,0.277368426322937,ginger,jiang
372,0.776383638381958,0.4472317695617676,plot,conspiracies
373,0.810222327709198,0.3795545995235443,books,book
374,0.7563505172729492,0.4872984290122986,edited,edition
375,0.47471165657043457,1.0505757331848145,tarzan,sinbad
376,0.7698370814323425,0.4603254795074463,cards,postcard
377,0.6953179836273193,0.6093631386756897,sideswiped,knocked
378,0.7771165370941162,0.4457665979862213,knowing,know
379,0.7578125,0.48437434434890747,barb,ranch
380,0.9463492035865784,0.10730167478322983,realistic,pragmatic
381,0.7511176466941833,0.4977647066116333,take,pick
382,0.8427475094795227,0.31450483202934265,got,did
383,0.8365525603294373,0.3268947899341583,death,dying
384,0.6847492456436157,0.6305009126663208,bread,baking
385,0.739679753780365,0.5206398963928223,scheming,cunning
386,0.9208370447158813,0.15832583606243134,daughter,girl
387,0.9768388271331787,0.04632199928164482,negative,adverse
388,0.6427438259124756,0.7145118713378906,florida,slash
389,0.932465672492981,0.13506805896759033,perfect,irreproachable
390,0.8053160905838013,0.3893675208091736,likes,love
391,0.72653728723526,0.5469254851341248,sauce,vinaigrette
392,0.8239293694496155,0.3521405756473541,breaks,break
393,0.7668321132659912,0.4663355052471161,lived,living
394,0.7930992245674133,0.4138008654117584,fit,adapted
395,0.6857783794403076,0.6284429430961609,making,rendering
396,0.7034156322479248,0.5931684374809265,actor,actresses
397,0.5163019299507141,0.9673949480056763,receptionist,homemaker
398,0.9546427130699158,0.09071410447359085,finds,discoveries
399,0.7287190556526184,0.542561411857605,reflective,illuminating
400,0.9822132587432861,0.035573821514844894,start,starts
401,0.547160267829895,0.9056791067123413,sutherland,mcgregor
402,0.8121346235275269,0.37573012709617615,presumptuous,arrogant
403,0.9560042023658752,0.08799149841070175,work,working
404,0.6734101176261902,0.6531792283058167,frankenstein,dracula
405,0.9640205502510071,0.07195881009101868,needed,necessary
406,0.8431447148323059,0.31371042132377625,proclaimed,avowed
407,0.9654651284217834,0.0690697506070137,chooses,select
408,0.914056122303009,0.17188741266727448,beginning,commences
409,0.8329538106918335,0.3340919315814972,shame,embarrass
410,0.5032961368560791,0.9934072494506836,talky,wordy
411,0.9563935995101929,0.08721259981393814,eaten,consumed
412,0.8088910579681396,0.3822169601917267,lost,forfeited
413,0.7256252765655518,0.5487481951713562,legs,fours
414,0.8177899122238159,0.3644200265407562,world,globe
415,0.7987307906150818,0.402538001537323,black,noir
416,0.7632758021354675,0.473448246717453,temporary,interim
417,0.7317861914634705,0.5364274978637695,full,complete
418,0.7385902404785156,0.5228189826011658,side,aside
419,0.8384373188018799,0.3231247365474701,stories,storytelling
420,0.4608689248561859,1.0782595872879028,jim,kevin
421,0.6885503530502319,0.6228985786437988,day,date
422,0.9750521183013916,0.049895744770765305,fails,fail
423,0.9592316150665283,0.08153650164604187,big,large
424,0.8444674611091614,0.311065137386322,experts,specialist
425,0.6995156407356262,0.600968062877655,absolute,unqualified
426,0.9692248702049255,0.06154979392886162,wrongly,improperly
427,0.8031838536262512,0.3936322331428528,combo,merge
428,0.8045367002487183,0.3909260332584381,friendly,friendship
429,0.6773527264595032,0.6452944278717041,three,third
430,0.7316378355026245,0.5367236137390137,average,sprawl
431,0.8218115568161011,0.35637637972831726,chasing,pursuit
432,0.9908813238143921,0.018237201496958733,particular,especial
433,0.7863659858703613,0.42726781964302063,forced,compulsory
434,0.7080494165420532,0.5839008092880249,comedian,humor
435,0.9234278798103333,0.1531440168619156,loud,vocal
436,0.9205561876296997,0.15888705849647522,hernandez,gonzales
437,0.8313259482383728,0.3373478055000305,ms,corinne
438,0.9746816754341125,0.050636887550354004,fighting,fight
439,0.5613574981689453,0.8772842288017273,virus,herpes
440,0.6090269088745117,0.7819451689720154,egg,fertilised
441,0.7340982556343079,0.5318025946617126,light,lightweight
442,0.9571449160575867,0.0857100561261177,creating,engender
443,0.504925012588501,0.9901489019393921,seine,handbag
444,0.7634307146072388,0.47313815355300903,insights,views
445,0.7395989894866943,0.5208016633987427,monsters,fiend
446,0.9103685021400452,0.1792629510164261,mother,moms
447,0.8361534476280212,0.32769298553466797,mouth,kisser
448,0.946557343006134,0.10688468813896179,change,modifications
449,0.6563482880592346,0.6873024106025696,beside,along
450,0.6308650970458984,0.7382691502571106,amongst,throughout
451,0.756984531879425,0.4860307574272156,told,talked
452,0.999522864818573,0.0009544224594719708,simultaneously,concurrently
453,0.9920641779899597,0.015871422365307808,banned,prohibited
454,0.8516518473625183,0.2966960370540619,dog,doggy
455,0.8114203810691833,0.3771587014198303,life,lives
456,0.7570289969444275,0.48594120144844055,interesting,exciting
457,0.7570061087608337,0.48598718643188477,city,metropolis
458,0.89178466796875,0.21643035113811493,consistent,coherent
459,0.8352749347686768,0.3294501006603241,sausage,sausages
460,0.7282491326332092,0.5435013175010681,utter,full
461,0.7573689222335815,0.485261470079422,mighty,emphatic
462,0.7683349251747131,0.4633294939994812,flick,films
463,0.8187553286552429,0.36248883605003357,prices,prizes
464,0.8343607187271118,0.3312777280807495,films,cinematic
465,0.883782148361206,0.23243536055088043,last,final
466,0.8821716904640198,0.23565617203712463,challenging,difficult
467,0.8703310489654541,0.25933781266212463,michael,michel
468,0.7737298607826233,0.45253995060920715,runs,operates
469,0.6776883602142334,0.6446225047111511,intensity,magnitude
470,0.9185578227043152,0.16288414597511292,adjust,adjustment
471,0.6615162491798401,0.6769670248031616,far,significantly
472,0.4614239037036896,1.0771511793136597,gimme,blowin
473,0.7375131845474243,0.5249733328819275,watch,surveillance
474,0.8891519904136658,0.22169600427150726,details,particulars
475,0.6346127390861511,0.7307733297348022,rap,pip
476,0.7676643133163452,0.4646708071231842,props,prop
477,0.5805380344390869,0.838922917842865,catchy,noteworthy
478,0.8323991894721985,0.33520129323005676,comic,comedian
479,0.7718825936317444,0.45623430609703064,without,unless
480,0.761786162853241,0.4764275848865509,seen,regarded
481,0.8091577887535095,0.38168418407440186,mountain,mountainous
482,0.7562536001205444,0.48749205470085144,court,hof
483,0.9019548296928406,0.1960899531841278,else,otherwise
484,0.8246660828590393,0.3506675660610199,see,consults
485,0.5669630169868469,0.8660733103752136,lightening,thunderbolt
486,0.7692106366157532,0.4615779221057892,dim,somber
487,0.8090001344680786,0.38199952244758606,understand,realise
488,0.647938072681427,0.7041230797767639,bach,vivaldi
489,0.9915948510169983,0.016810130327939987,adults,grownups
490,0.9858593344688416,0.028281323611736298,underage,juveniles
491,0.7339029312133789,0.5321931838989258,already,currently
492,0.8527133464813232,0.29457277059555054,strange,unusual
493,0.6430083513259888,0.7139827013015747,wrappers,packages
494,0.689889132976532,0.6202210783958435,hut,bungalow
495,0.6687719225883484,0.6624557375907898,undead,vamp
496,0.7657672762870789,0.4684649407863617,sign,symptom
497,0.522042989730835,0.9559136629104614,buggy,stroller
498,0.8079904317855835,0.38401880860328674,ok,allright
499,0.8770778179168701,0.2458440512418747,options,alternates
500,0.8834875226020813,0.2330244779586792,kind,type
501,0.7507782578468323,0.4984436631202698,unbiased,objectivity
502,0.7143141627311707,0.5713715553283691,cannot,momentous
503,0.8943885564804077,0.21122248470783234,fay,fey
504,0.8956795930862427,0.20864033699035645,gets,got
505,0.8341591954231262,0.3316816985607147,ended,finalised
506,0.7863699793815613,0.4272598624229431,booth,payphone
507,0.8269120454788208,0.34617578983306885,around,nearly
508,0.7474285960197449,0.5051422715187073,strip,gaza
509,0.5330144762992859,0.9339703321456909,club,cabaret
510,0.957292377948761,0.08541505038738251,experience,experiences
511,0.7045972943305969,0.5908045768737793,team,machine
512,0.7755036354064941,0.44899237155914307,straight,hetero
513,0.9392495155334473,0.12150067090988159,beautiful,wondrous
514,0.49894845485687256,1.0021018981933594,clyde,ethel
515,0.7765785455703735,0.4468420743942261,ago,preceding
516,0.9934519529342651,0.013096032664179802,turn,turning
517,0.6504309773445129,0.6991374492645264,quality,caliber
518,0.7342343926429749,0.5315308570861816,joe,qiao
