"label_1","label_2","passage_1","passage_2","score_1","score_2"
0.0,1.0,"affleck [[merely]] creates an outline for a role he still needs to grow into , a role that ford effortlessly filled with authority .","affleck [[simply]] creates an outline for a role he still needs to grow into , a role that ford effortlessly filled with authority .",0.5793440937995911,0.9663429856300354
0.0,0.0,"trapped presents a frightening and compelling 'what if ? ' scenario that will give most parents pause . . . . then , something terrible happens .","trapped presents a frightening and compelling 'what if ? ' scenario that will give most parents pause . . . . then , something terrible happens .","",""
0.0,0.0,"if disney's cinderella proved that 'a dream is a wish your heart makes , ' then cinderella ii proves that a nightmare is a wish a studio's wallet makes .","if disney's cinderella proved that 'a dream is a wish your heart makes , ' then cinderella ii proves that a nightmare is a wish a studio's wallet makes .","",""
0.0,1.0,"the isolated moments of [[creative]] [[insanity]] [[finally]] are lost in the thin soup of canned humor .","the isolated moments of [[inventive]] [[madness]] [[lastly]] are lost in the thin soup of canned humor .",0.7511690258979797,0.5060636401176453
0.0,1.0,"it's easy to love robin tunney -- she's pretty and she can act -- but it gets harder and [[harder]] to understand her choices .","it's easy to love robin tunney -- she's pretty and she can act -- but it gets harder and [[tougher]] to understand her choices .",0.5900135040283203,0.5346545577049255
0.0,0.0,"the movie is essentially a series of fleetingly interesting actors' moments .","the movie is essentially a series of fleetingly interesting actors' moments .","",""
0.0,1.0,"filmmakers have to dig deep to [[sink]] this low . fortunately for all involved , this [[movie]] is likely to [[disappear]] as quickly as an ice cube [[thrown]] into a pot of boiling water .","filmmakers have to dig deep to [[sinking]] this low . fortunately for all involved , this [[film]] is likely to [[disappearing]] as quickly as an ice cube [[hurled]] into a pot of boiling water .",0.7741511464118958,0.5448176264762878
0.0,1.0,"the sinister inspiration that [[fuelled]] devito's early [[work]] is confused in death to smoochy into something both ugly and [[mindless]] .","the sinister inspiration that [[fueled]] devito's early [[working]] is confused in death to smoochy into something both ugly and [[thoughtless]] .",0.6581526398658752,0.5384846925735474
0.0,0.0,"the film is directed by wally wolodarsky from a script by joe jarvis and greg coolidge . these are names to remember , in order to avoid them in the future .","the film is directed by wally wolodarsky from a script by joe jarvis and greg coolidge . these are names to remember , in order to avoid them in the future .","",""
0.0,0.0,"truly terrible .","truly terrible .","",""
0.0,0.0,"undercover brother doesn't go far enough . it's just a silly black genre spoof .","undercover brother doesn't go far enough . it's just a silly black genre spoof .","",""
0.0,1.0,"the big-screen scooby makes the [[silly]] original cartoon [[seem]] smart and well-crafted in comparison .","the big-screen scooby makes the [[daft]] original cartoon [[seems]] smart and well-crafted in comparison .",0.7297301888465881,0.7404248714447021
0.0,0.0,"if you're not fans of the adventues of steve and terri , you should avoid this like the dreaded king brown snake . personally , i'd rather watch them on the animal planet .","if you're not fans of the adventues of steve and terri , you should avoid this like the dreaded king brown snake . personally , i'd rather watch them on the animal planet .","",""
0.0,0.0,"you really have to wonder how on earth anyone , anywhere could have thought they'd make audiences guffaw with a script as utterly diabolical as this .","you really have to wonder how on earth anyone , anywhere could have thought they'd make audiences guffaw with a script as utterly diabolical as this .","",""
0.0,0.0,"it's all very cute , though not terribly funny if you're more than six years old .","it's all very cute , though not terribly funny if you're more than six years old .","",""
0.0,1.0,"in the end , the [[movie]] collapses on its [[shaky]] foundation despite the best efforts of director joe carnahan .","in the end , the [[film]] collapses on its [[unstable]] foundation despite the best efforts of director joe carnahan .",0.6782404184341431,0.5424879193305969
0.0,0.0,"a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end .","a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end .","",""
0.0,1.0,"the so-inept- it's-surreal dubbing ( featuring the voices of glenn close , regis philbin and breckin [[meyer]] ) brings back memories of cheesy [[old]] godzilla flicks .","the so-inept- it's-surreal dubbing ( featuring the voices of glenn close , regis philbin and breckin [[meier]] ) brings back memories of cheesy [[ancient]] godzilla flicks .",0.6669777631759644,0.5178242325782776
0.0,0.0,"'dragonfly' is a movie about a bus wreck that turns into a film wreck .","'dragonfly' is a movie about a bus wreck that turns into a film wreck .","",""
0.0,0.0,"even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .","even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .","",""
0.0,0.0,"a pint-sized 'goodfellas' designed to appeal to the younger set , it's not a very good movie in any objective sense , but it does mostly hold one's interest .","a pint-sized 'goodfellas' designed to appeal to the younger set , it's not a very good movie in any objective sense , but it does mostly hold one's interest .","",""
0.0,0.0,"new ways of describing badness need to be invented to describe exactly how bad it is .","new ways of describing badness need to be invented to describe exactly how bad it is .","",""
0.0,0.0,"the trashy teen-sleaze equivalent of showgirls .","the trashy teen-sleaze equivalent of showgirls .","",""
0.0,0.0,"shallow .","shallow .","",""
0.0,0.0,"control-alt-delete simone as quickly as possible","control-alt-delete simone as quickly as possible","",""
0.0,0.0,"as vulgar as it is banal .","as vulgar as it is banal .","",""
0.0,1.0,"an uneven film [[dealing]] with too many problems to be taken seriously .","an uneven film [[deals]] with too many problems to be taken seriously .",0.5725923180580139,0.7127024531364441
0.0,0.0,"there might be some sort of credible gender-provoking philosophy submerged here , but who the hell cares ?","there might be some sort of credible gender-provoking philosophy submerged here , but who the hell cares ?","",""
0.0,0.0,"the sort of picture in which , whenever one of the characters has some serious soul searching to do , they go to a picture-perfect beach during sunset .","the sort of picture in which , whenever one of the characters has some serious soul searching to do , they go to a picture-perfect beach during sunset .","",""
0.0,0.0,"for those of us who respond more strongly to storytelling than computer-generated effects , the new star wars installment hasn't escaped the rut dug by the last one .","for those of us who respond more strongly to storytelling than computer-generated effects , the new star wars installment hasn't escaped the rut dug by the last one .","",""
0.0,1.0,"there's no [[denying]] the elaborateness of the artist's conceptions , nor his ability to [[depict]] them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .","there's no [[denied]] the elaborateness of the artist's conceptions , nor his ability to [[portray]] them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .",0.7951593399047852,0.5123085975646973
0.0,1.0,"before long , the [[film]] [[starts]] [[playing]] like general hospital crossed with a saturday night live spoof of dog day afternoon .","before long , the [[films]] [[initiates]] [[play]] like general hospital crossed with a saturday night live spoof of dog day afternoon .",0.6886749863624573,0.5200527906417847
0.0,1.0,"most folks with a real stake in the [[american]] sexual landscape will find it either [[moderately]] [[amusing]] or just plain [[irrelevant]] .","most folks with a real stake in the [[america]] sexual landscape will find it either [[modestly]] [[fun]] or just plain [[unimportant]] .",0.9012476205825806,0.656844437122345
0.0,1.0,"a [[huge]] disappointment coming , as it does , from filmmakers and performers of this [[calibre]]","a [[enormous]] disappointment coming , as it does , from filmmakers and performers of this [[caliber]]",0.5798764228820801,0.521403968334198
0.0,0.0,"they do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film .","they do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film .","",""
0.0,0.0,"eh .","eh .","",""
0.0,1.0,"this [[dreadfully]] earnest inversion of the concubine love triangle eschews the previous film's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .","this [[hideously]] earnest inversion of the concubine love triangle eschews the previous film's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .",0.8759055733680725,0.6029033064842224
0.0,0.0,"it appears as if even the filmmakers didn't know what kind of movie they were making .","it appears as if even the filmmakers didn't know what kind of movie they were making .","",""
0.0,0.0,"i admire it and yet cannot recommend it , because it overstays its natural running time .","i admire it and yet cannot recommend it , because it overstays its natural running time .","",""
0.0,0.0,"the rock has a great presence but one battle after another is not the same as one battle followed by killer cgi effects .","the rock has a great presence but one battle after another is not the same as one battle followed by killer cgi effects .","",""
0.0,1.0,"the [[picture]] , scored by a perversely [[cheerful]] marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","the [[images]] , scored by a perversely [[happy]] marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .",0.9224193692207336,0.5609889626502991
0.0,0.0,"once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back .","once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back .","",""
0.0,0.0,"may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen .","may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen .","",""
0.0,0.0,"guilty of the worst sin of attributable to a movie like this : it's not scary in the slightest .","guilty of the worst sin of attributable to a movie like this : it's not scary in the slightest .","",""
0.0,0.0,"forget the psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this won't seem like such a bore .","forget the psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this won't seem like such a bore .","",""
0.0,1.0,"as [the [[characters]]] [[get]] more depressed , the [[story]] gets more tiresome , especially as it continues to [[mount]] a [[conspicuous]] effort to be profound .","as [the [[personages]]] [[got]] more depressed , the [[stories]] gets more tiresome , especially as it continues to [[mounted]] a [[noticeable]] effort to be profound .",0.8843780755996704,0.6132811307907104
0.0,0.0,"before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , steven shainberg's adaptation of mary gaitskill's harrowing short story . . . is a brilliantly played , deeply unsettling experience .","before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , steven shainberg's adaptation of mary gaitskill's harrowing short story . . . is a brilliantly played , deeply unsettling experience .","",""
0.0,0.0,"though excessively tiresome , the uncertainty principle , as verbally pretentious as the title may be , has its handful of redeeming features , as long as you discount its ability to bore .","though excessively tiresome , the uncertainty principle , as verbally pretentious as the title may be , has its handful of redeeming features , as long as you discount its ability to bore .","",""
0.0,0.0,"god is great , the movie's not .","god is great , the movie's not .","",""
0.0,1.0,"when it [[comes]] to entertainment , children [[deserve]] better than pokemon 4ever .","when it [[happens]] to entertainment , children [[deserves]] better than pokemon 4ever .",0.6555734872817993,0.5282688140869141
0.0,0.0,"it's such a mechanical endeavor [that] it never bothers to question why somebody might devote time to see it .","it's such a mechanical endeavor [that] it never bothers to question why somebody might devote time to see it .","",""
0.0,0.0,"a prolonged extrusion of psychopathic pulp .","a prolonged extrusion of psychopathic pulp .","",""
0.0,0.0,"the origin story is well told , and the characters will not disappoint anyone who values the original comic books . it's in the action scenes that things fall apart .","the origin story is well told , and the characters will not disappoint anyone who values the original comic books . it's in the action scenes that things fall apart .","",""
0.0,1.0,"ice age is the first computer-generated [[feature]] cartoon to feel like other movies , and that makes for some glacial pacing early on .","ice age is the first computer-generated [[features]] cartoon to feel like other movies , and that makes for some glacial pacing early on .",0.5321613550186157,0.5278269052505493
0.0,0.0,"showtime is closer to slowtime .","showtime is closer to slowtime .","",""
0.0,0.0,"initially gripping , eventually cloying pow drama .","initially gripping , eventually cloying pow drama .","",""
0.0,0.0,"please , someone , stop eric schaeffer before he makes another film .","please , someone , stop eric schaeffer before he makes another film .","",""
0.0,0.0,"the title not only describes its main characters , but the lazy people behind the camera as well .","the title not only describes its main characters , but the lazy people behind the camera as well .","",""
0.0,0.0,"will probably stay in the shadow of its two older , more accessible qatsi siblings .","will probably stay in the shadow of its two older , more accessible qatsi siblings .","",""
0.0,0.0,"the uneven movie does have its charms and its funny moments but not quite enough of them .","the uneven movie does have its charms and its funny moments but not quite enough of them .","",""
0.0,0.0,"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .","the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .","",""
0.0,0.0,"'this movie sucks . '","'this movie sucks . '","",""
0.0,0.0,"who needs love like this ?","who needs love like this ?","",""
0.0,0.0,"two hours of sepia-tinted heavy metal images and surround sound effects of people moaning .","two hours of sepia-tinted heavy metal images and surround sound effects of people moaning .","",""
0.0,0.0,"as happily glib and vicious as its characters .","as happily glib and vicious as its characters .","",""
0.0,0.0,"a fascinating but choppy documentary .","a fascinating but choppy documentary .","",""
0.0,1.0,"a hit- and-miss affair , [[consistently]] amusing but not as outrageous or funny as cho may have intended or as [[imaginative]] as one [[might]] have hoped .","a hit- and-miss affair , [[constantly]] amusing but not as outrageous or funny as cho may have intended or as [[inventive]] as one [[perhaps]] have hoped .",0.7434655427932739,0.5052222609519958
0.0,0.0,"outside of burger's desire to make some kind of film , it's really unclear why this project was undertaken","outside of burger's desire to make some kind of film , it's really unclear why this project was undertaken","",""
0.0,0.0,"the four feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox .","the four feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox .","",""
0.0,1.0,"a disappointment for those who love alternate versions of the bard , particularly ones that [[involve]] [[deep]] fryers and hamburgers .","a disappointment for those who love alternate versions of the bard , particularly ones that [[involving]] [[profound]] fryers and hamburgers .",0.5293689966201782,0.6061730980873108
0.0,0.0,"pumpkin wants to have it both ways .","pumpkin wants to have it both ways .","",""
0.0,0.0,"the movie would seem less of a trifle if ms . sugarman followed through on her defiance of the saccharine .","the movie would seem less of a trifle if ms . sugarman followed through on her defiance of the saccharine .","",""
0.0,0.0,"absolutely ( and unintentionally ) terrifying .","absolutely ( and unintentionally ) terrifying .","",""
0.0,0.0,"a word of advice to the makers of the singles ward : celebrity cameos do not automatically equal laughs . and neither do cliches , no matter how 'inside' they are .","a word of advice to the makers of the singles ward : celebrity cameos do not automatically equal laughs . and neither do cliches , no matter how 'inside' they are .","",""
0.0,1.0,"sayles . . . once again strands his [[superb]] performers in the same old story .","sayles . . . once again strands his [[excellent]] performers in the same old story .",0.5470577478408813,0.9204471111297607
0.0,0.0,"as pedestrian as they come .","as pedestrian as they come .","",""
0.0,0.0,"the journey toward redemption feels more like a cinematic experiment than a full-blown movie .","the journey toward redemption feels more like a cinematic experiment than a full-blown movie .","",""
0.0,0.0,"too silly to take seriously .","too silly to take seriously .","",""
0.0,0.0,"a real snooze .","a real snooze .","",""
0.0,0.0,"i was sent a copyof this film to review on dvd . for free . i still want my money back .","i was sent a copyof this film to review on dvd . for free . i still want my money back .","",""
0.0,0.0,"a farce of a parody of a comedy of a premise , it isn't a comparison to reality so much as it is a commentary about our knowledge of films .","a farce of a parody of a comedy of a premise , it isn't a comparison to reality so much as it is a commentary about our knowledge of films .","",""
0.0,0.0,"chen films the resolutely downbeat smokers only with every indulgent , indie trick in the book .","chen films the resolutely downbeat smokers only with every indulgent , indie trick in the book .","",""
0.0,0.0,"the great pity is that those responsible didn't cut their losses – and ours – and retitle it the adventures of direct-to-video nash , and send it to its proper home .","the great pity is that those responsible didn't cut their losses – and ours – and retitle it the adventures of direct-to-video nash , and send it to its proper home .","",""
0.0,0.0,"borrows from other movies like it in the most ordinary and obvious fashion .","borrows from other movies like it in the most ordinary and obvious fashion .","",""
0.0,1.0,"despite her [[relentless]] vim and winsome facial symmetry , witherspoon is just too [[dialed]]-up to be america's sweetheart .","despite her [[unceasing]] vim and winsome facial symmetry , witherspoon is just too [[dials]]-up to be america's sweetheart .",0.8360185027122498,0.6123047471046448
0.0,0.0,"there are films that try the patience of even the most cinema-besotted critic -- and this was one of them .","there are films that try the patience of even the most cinema-besotted critic -- and this was one of them .","",""
0.0,0.0,"looks and feels like a low-budget hybrid of scarface or carlito's way .","looks and feels like a low-budget hybrid of scarface or carlito's way .","",""
0.0,0.0,"the messages of compassion and mercy are clearly , squarely and specifically expounded via computer animated old testament tale of jonah and the whale . determined to be fun , and bouncy , with energetic musicals , the humor didn't quite engage this adult .","the messages of compassion and mercy are clearly , squarely and specifically expounded via computer animated old testament tale of jonah and the whale . determined to be fun , and bouncy , with energetic musicals , the humor didn't quite engage this adult .","",""
0.0,0.0,"predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king .","predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king .","",""
0.0,1.0,"howard and his co-stars all give committed performances , but they're often undone by howard's self-conscious [[attempts]] to find a 'literary' filmmaking [[style]] to [[match]] his subject .","howard and his co-stars all give committed performances , but they're often undone by howard's self-conscious [[try]] to find a 'literary' filmmaking [[styles]] to [[matching]] his subject .",0.6980951428413391,0.5001620054244995
0.0,0.0,"a cockeyed shot all the way .","a cockeyed shot all the way .","",""
0.0,1.0,"it's [[hard]] to say who [[might]] enjoy this , are there tolstoy groupies out there ? it's dark and tragic , and lets the business of the greedy talent agents [[get]] in the way of saying something meaningful about facing death","it's [[tough]] to say who [[maybe]] enjoy this , are there tolstoy groupies out there ? it's dark and tragic , and lets the business of the greedy talent agents [[got]] in the way of saying something meaningful about facing death",0.5986721515655518,0.5445841550827026
0.0,1.0,"a sleek [[advert]] for youthful anomie that never [[quite]] equals the sum of its pretensions .","a sleek [[advertising]] for youthful anomie that never [[abundantly]] equals the sum of its pretensions .",0.8949078917503357,0.5211923718452454
0.0,0.0,"are monsters born , or made ?","are monsters born , or made ?","",""
0.0,0.0,"safe conduct , however ambitious and well-intentioned , fails to hit the entertainment bull's-eye .","safe conduct , however ambitious and well-intentioned , fails to hit the entertainment bull's-eye .","",""
0.0,1.0,"got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , [[dissipated]] length .","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , [[dispelled]] length .",0.7596332430839539,0.744204580783844
0.0,1.0,"ah-nuld's action hero days [[might]] be over .","ah-nuld's action hero days [[perhaps]] be over .",0.6090579032897949,0.5202304124832153
0.0,1.0,"the plot is straight off the shelf , the performances are television- caliber and the message of providing solace through deception is a [[little]] creepy .","the plot is straight off the shelf , the performances are television- caliber and the message of providing solace through deception is a [[small]] creepy .",0.7304589152336121,0.712489664554596
1.0,0.0,"its [[maker]] , steven spielberg , hasn't [[had]] so much [[fun]] in two decades , since he was schlepping indiana jones around the globe in [[search]] of a giant misplaced ashtray .","its [[manufacturer]] , steven spielberg , hasn't [[ha]] so much [[amusing]] in two decades , since he was schlepping indiana jones around the globe in [[searches]] of a giant misplaced ashtray .",0.9677822589874268,0.5435072779655457
0.0,1.0,"schnitzler's film has a great hook , some clever bits and well-drawn , if standard issue , [[characters]] , but is still only partly satisfying .","schnitzler's film has a great hook , some clever bits and well-drawn , if standard issue , [[traits]] , but is still only partly satisfying .",0.6078709363937378,0.5691364407539368
0.0,0.0,"to better understand why this didn't connect with me would require another viewing , and i won't be sitting through this one again . . . that in itself is commentary enough .","to better understand why this didn't connect with me would require another viewing , and i won't be sitting through this one again . . . that in itself is commentary enough .","",""
0.0,0.0,"a terrible movie that some people will nevertheless find moving .","a terrible movie that some people will nevertheless find moving .","",""
0.0,0.0,"new yorkers always seem to find the oddest places to dwell . . .","new yorkers always seem to find the oddest places to dwell . . .","",""
0.0,0.0,"those of you who are not an eighth grade girl will most likely doze off during this one .","those of you who are not an eighth grade girl will most likely doze off during this one .","",""
0.0,0.0,"a big fat pain .","a big fat pain .","",""
0.0,1.0,"when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the [[theater]] and shout , 'hey , kool-aid ! '","when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the [[theaters]] and shout , 'hey , kool-aid ! '",0.5066397190093994,0.5178599953651428
0.0,0.0,"fans of so-bad-they're-good cinema may find some fun in this jumbled mess .","fans of so-bad-they're-good cinema may find some fun in this jumbled mess .","",""
0.0,0.0,"every sequel you skip will be two hours gained . consider this review life-affirming .","every sequel you skip will be two hours gained . consider this review life-affirming .","",""
0.0,1.0,"at three hours and with very little [[story]] or character [[development]] , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without [[sacrificing]] any of the cultural intrigue .","at three hours and with very little [[stories]] or character [[evolution]] , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without [[compromising]] any of the cultural intrigue .",0.6356040239334106,0.604842483997345
0.0,1.0,"ultimately , clarity matters , both in breaking codes and making movies . enigma [[lacks]] it .","ultimately , clarity matters , both in breaking codes and making movies . enigma [[lack]] it .",0.5748391151428223,0.7125521302223206
0.0,0.0,"glazed with a tawdry b-movie scum .","glazed with a tawdry b-movie scum .","",""
1.0,0.0,"quitting [[delivers]] a sucker-punch , and its [[impact]] is all the greater beause director zhang's last film , the cuddly shower , was a non-[[threatening]] multi-character piece centered around a public bath house .","quitting [[provides]] a sucker-punch , and its [[impacts]] is all the greater beause director zhang's last film , the cuddly shower , was a non-[[threaten]] multi-character piece centered around a public bath house .",0.9669117331504822,0.5530300140380859
0.0,0.0,"the parts are better than the whole ( bizarre , funny , tragic - like love in new york ) .","the parts are better than the whole ( bizarre , funny , tragic - like love in new york ) .","",""
0.0,0.0,"far more enjoyable than its predecessor .","far more enjoyable than its predecessor .","",""
0.0,1.0,"that zhang would make such a strainingly [[cute]] film -- with a blind orphan at its center , no less -- indicates where his [[ambitions]] have wandered .","that zhang would make such a strainingly [[adorable]] film -- with a blind orphan at its center , no less -- indicates where his [[aspirations]] have wandered .",0.6508489847183228,0.7285944223403931
0.0,0.0,"imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you've imagined the ring .","imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you've imagined the ring .","",""
0.0,1.0,"shows holmes has the screen presence to become a major-league leading lady , ( but ) the [[movie]] itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that's [[scarcely]] a surprise by the time it arrives .","shows holmes has the screen presence to become a major-league leading lady , ( but ) the [[films]] itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that's [[hardly]] a surprise by the time it arrives .",0.7953684329986572,0.5364660024642944
