"label_1","label_2","passage_1","passage_2","score_1","score_2"
1.0,0.0,"This was an excelent meal, [[albeit]] much overpriced. The service was great, the server spoke French, English, and German (and God knows what else) so I spoke to her in German, just to match the cost of the food. My partner and I ordered the tasting menu with the wine paring. Both were almost [[flawless]] until the main meat course, which sucked my donkey's ass (some chef experiments aren't meant to be charged for). We began with an amuse bush of three small items including lobster, sausage, and cured vegies. Our first course was a raw scallop appitizer. This was my favorite course of the evening. After that we had a [[delicious]] seared fish followed by the main meat couse which was a tenderloin of venison with a spice rub. The venison was totally overpowered by the rub, which tasted so strong it was almost like powdered pine needles (I am thinking, pepper, star anise, cloves, allspice, and maybe thyme). We packed that in a box to eat later, which I tried to do but gagged every time until I threw it away. The desert course was lovely, I recall it being a chocolate mouse which my partner gobbled up as her favorite course of the night. The wine pairing flowed nicely and in fact so nicely that I gave my partner my last three glasses, and she got sexily buzzed. The best thing about the evening besides the service was the view. We sat sat right at the window in the middle of the fake Eiffel Tower, overlooking the Bellagio wather show, which we got to see multiple times. It was a lovely dinner (except for the venision which was like a poop in the punchbowl) and then proceeded to our hotel room for some after-the-culinary-orgy exercise. A very nice night - at the cost of $450 for two of us.","This was an excelent meal, [[though]] much overpriced. The service was great, the server spoke French, English, and German (and God knows what else) so I spoke to her in German, just to match the cost of the food. My partner and I ordered the tasting menu with the wine paring. Both were almost [[perfect]] until the main meat course, which sucked my donkey's ass (some chef experiments aren't meant to be charged for). We began with an amuse bush of three small items including lobster, sausage, and cured vegies. Our first course was a raw scallop appitizer. This was my favorite course of the evening. After that we had a [[tasty]] seared fish followed by the main meat couse which was a tenderloin of venison with a spice rub. The venison was totally overpowered by the rub, which tasted so strong it was almost like powdered pine needles (I am thinking, pepper, star anise, cloves, allspice, and maybe thyme). We packed that in a box to eat later, which I tried to do but gagged every time until I threw it away. The desert course was lovely, I recall it being a chocolate mouse which my partner gobbled up as her favorite course of the night. The wine pairing flowed nicely and in fact so nicely that I gave my partner my last three glasses, and she got sexily buzzed. The best thing about the evening besides the service was the view. We sat sat right at the window in the middle of the fake Eiffel Tower, overlooking the Bellagio wather show, which we got to see multiple times. It was a lovely dinner (except for the venision which was like a poop in the punchbowl) and then proceeded to our hotel room for some after-the-culinary-orgy exercise. A very nice night - at the cost of $450 for two of us.",0.810388445854187,0.5584941506385803
0.0,1.0,"What you're [[really]] doing is [[playing]] for the [[experience]]. I had the mini [[crab]] burgers and they were [[pretty]] good. The drinks are good, but overpriced. Service was mediocre.","What you're [[genuinely]] doing is [[play]] for the [[experiences]]. I had the mini [[crabs]] burgers and they were [[quite]] good. The drinks are good, but overpriced. Service was mediocre.",0.8559916019439697,0.5157432556152344
1.0,0.0,"Located off the strip, but 5 minute walk from Planet Hollywood. We had an employee discount so $400 for 2 nights, in a 2 bedroom, 2 bath, kitchen, pretty nice suite. You can't complain about that! The view from the 38th pool/outdoor bar is nice. The pool area is [[kind]] of weak. Very small. The rooms are nice. The cleaning isn't that great. They didn't even make my bed (well I slept on the couch, but you get my point). The place wasn't really cleaned in between days. The horrible thing is: Check-out is at 10 AM (although they extended it to 11). Check-in was at 4 PM, although we got our room at around 2:30ish after our 12-hour gambling marathon.","Located off the strip, but 5 minute walk from Planet Hollywood. We had an employee discount so $400 for 2 nights, in a 2 bedroom, 2 bath, kitchen, pretty nice suite. You can't complain about that! The view from the 38th pool/outdoor bar is nice. The pool area is [[sorts]] of weak. Very small. The rooms are nice. The cleaning isn't that great. They didn't even make my bed (well I slept on the couch, but you get my point). The place wasn't really cleaned in between days. The horrible thing is: Check-out is at 10 AM (although they extended it to 11). Check-in was at 4 PM, although we got our room at around 2:30ish after our 12-hour gambling marathon.",0.5787487030029297,0.5090872049331665
1.0,0.0,"You know how it's kinda bitter/sweet to leave Vegas? Bitter because this town is a blast in a glass; sweet for your liver and wallet... Staying at the Bellagio may add a notch to both those categories. Of the ""older"" Vegas establishments, the Bellagio is by far the nicest. The [[paint]] may be a [[bit]] stale, but the fresh flower displays make up for it. I [[love]] the themes for the seasons. If you're in town, do not miss the arboretum. I had the fortune of seeing it installed and it really tied the impressiveness together. Thank goodness the [[amazing]] company I work for fronted the bill bc I never would have been able to afford this [[opulence]]. My room was [[great]]. Plenty of modern amenities (iPod dock, power curtains bed side and a mini fridge). The bathroom had lovely freebies but the water smelled like rusty [[pipes]]. Yuck! The front desk messed up my bill with some bogus charges but they were kind enough to fix them on the spot. I thought it was also kinda weird that I had to walk through the busiest part of the casino to get to the gym... If youve got the funds, do it at least once. Vegas is meant to be indulged and the Bellagio will help you do it.","You know how it's kinda bitter/sweet to leave Vegas? Bitter because this town is a blast in a glass; sweet for your liver and wallet... Staying at the Bellagio may add a notch to both those categories. Of the ""older"" Vegas establishments, the Bellagio is by far the nicest. The [[paints]] may be a [[bite]] stale, but the fresh flower displays make up for it. I [[adore]] the themes for the seasons. If you're in town, do not miss the arboretum. I had the fortune of seeing it installed and it really tied the impressiveness together. Thank goodness the [[unbelievable]] company I work for fronted the bill bc I never would have been able to afford this [[affluence]]. My room was [[grand]]. Plenty of modern amenities (iPod dock, power curtains bed side and a mini fridge). The bathroom had lovely freebies but the water smelled like rusty [[pipe]]. Yuck! The front desk messed up my bill with some bogus charges but they were kind enough to fix them on the spot. I thought it was also kinda weird that I had to walk through the busiest part of the casino to get to the gym... If youve got the funds, do it at least once. Vegas is meant to be indulged and the Bellagio will help you do it.",0.8765992522239685,0.5120922327041626
1.0,0.0,"My grotesque, [[hideous]], and miserly appearance does not lend itself well to the medium of film, and so I've never really [[taken]] much to the art of [[photos]]. There's also nothing more dull than being [[subjected]] to a neverending stream of Polaroids from someones tedious night out with their ""wacky"" mates, and so I tend to keep my lifetimes memories in my head, rather than resort to [[images]] of awkwardly posed, contrived [[snapshots]] where everyone is holding up a shot glass, and has demonic eyes. I'm not sure where this dislike of artificially produced [[images]] comes from. I do [[remember]] an incident when I was about 10, when I borrowed my brother's video camera and [[unearthed]] a somewhat disturbing recorded [[sequence]] which consisted [[solely]] of him waving his cock about, so [[perhaps]] it's all stemmed from that. Whatever the reason, I'm not the camera fetishist that Jessops are after, and am more than [[happy]] with the cracked and useless snapper on my phone. Their selection may be [[huge]], their [[photo]]-geek staff may be knowledgeable, but it's not enough to swing it for me. Very good at what they do [[though]], probably.","My grotesque, [[vile]], and miserly appearance does not lend itself well to the medium of film, and so I've never really [[took]] much to the art of [[photographed]]. There's also nothing more dull than being [[subject]] to a neverending stream of Polaroids from someones tedious night out with their ""wacky"" mates, and so I tend to keep my lifetimes memories in my head, rather than resort to [[image]] of awkwardly posed, contrived [[snaps]] where everyone is holding up a shot glass, and has demonic eyes. I'm not sure where this dislike of artificially produced [[image]] comes from. I do [[remembering]] an incident when I was about 10, when I borrowed my brother's video camera and [[uncovered]] a somewhat disturbing recorded [[sequenced]] which consisted [[purely]] of him waving his cock about, so [[possibly]] it's all stemmed from that. Whatever the reason, I'm not the camera fetishist that Jessops are after, and am more than [[glad]] with the cracked and useless snapper on my phone. Their selection may be [[large]], their [[photographing]]-geek staff may be knowledgeable, but it's not enough to swing it for me. Very good at what they do [[although]], probably.",0.859320878982544,0.5936222076416016
0.0,1.0,"This was a last minute choice when we were in the area. I had never been before and this location [[had]] just [[opened]]. The inside is very family [[friendly]] with new everything. The food just left something to be [[desired]]. I [[thought]] it was just [[OK]] for the [[price]]. I [[ordered]] a bean burrito and the tortilla tasted a little off--i [[couldnt]] put my finger on it. The chips and salsa were [[great]] though. The service was also good, lots of high school looking kids, but they were nice.","This was a last minute choice when we were in the area. I had never been before and this location [[ha]] just [[inaugurated]]. The inside is very family [[amiable]] with new everything. The food just left something to be [[desire]]. I [[idea]] it was just [[ALRIGHT]] for the [[prices]]. I [[decreed]] a bean burrito and the tortilla tasted a little off--i [[didnt]] put my finger on it. The chips and salsa were [[tremendous]] though. The service was also good, lots of high school looking kids, but they were nice.",0.9736788868904114,0.5122370719909668
1.0,1.0,"Let us all admit, no one is the biggest fan of Walmarts. (Walmart? Wal*Mart? Wal-Mart? WalMart? Wlmrt? Wlmrt it is) ""I hope this wlmrt isn't awful"" (Flashbacks of wlmrt is South Carolina come flashing back) Industrial ceilings give it at LEAST two stars just based upon the Manchester circa-1980 post-punk style they have going on. Walk straight all of the way (""We always walk towards the TVs) and made a left, groceries are there No sake to see but beer and wine and liquor for me Which is good and nice but this wlmrt is five stars for a reason ""As good as it gets!"" Yelp says Them gots Big Buck Hunter ($1 for two player 3 trek. Crazy.) Stacker here is rigged and the lady working the checkout liked us but did not like us being from California.","Let us all admit, no one is the biggest fan of Walmarts. (Walmart? Wal*Mart? Wal-Mart? WalMart? Wlmrt? Wlmrt it is) ""I hope this wlmrt isn't awful"" (Flashbacks of wlmrt is South Carolina come flashing back) Industrial ceilings give it at LEAST two stars just based upon the Manchester circa-1980 post-punk style they have going on. Walk straight all of the way (""We always walk towards the TVs) and made a left, groceries are there No sake to see but beer and wine and liquor for me Which is good and nice but this wlmrt is five stars for a reason ""As good as it gets!"" Yelp says Them gots Big Buck Hunter ($1 for two player 3 trek. Crazy.) Stacker here is rigged and the lady working the checkout liked us but did not like us being from California.","",""
1.0,0.0,"In this economic climate, my hat (or sombrero?) goes off to Food City for keeping the prices better than anywhere else. Better than Walmart and Fry's. I go here for vegetables mostly. You can get 4 lbs of bananas for $1. I get 4-5 lbs and have a banana for breakfast each day. A head of lettuce is ridiculously priced at 50 cents. I get two and a $1 bag of pre-peeled carrots and have myself good-sized salads for a week. They [[sell]] the cheapest paper towels for .54 each. They [[carry]] Tina's Burritos at .30 each. Fry's doesn't. They [[have]] $1 crab. Just don't buy the packaged deli meats. Those are overpriced. It's clean. All employees speak English. Contrary to what people believe, they do carry white man's food, like pasta and potatoes. Somebody [[said]] the neighborhood didn't look too scary and of course, it's not scary. I live in the neighborhood and it looks poor but it's [[completely]] safe.","In this economic climate, my hat (or sombrero?) goes off to Food City for keeping the prices better than anywhere else. Better than Walmart and Fry's. I go here for vegetables mostly. You can get 4 lbs of bananas for $1. I get 4-5 lbs and have a banana for breakfast each day. A head of lettuce is ridiculously priced at 50 cents. I get two and a $1 bag of pre-peeled carrots and have myself good-sized salads for a week. They [[sold]] the cheapest paper towels for .54 each. They [[carrying]] Tina's Burritos at .30 each. Fry's doesn't. They [[ha]] $1 crab. Just don't buy the packaged deli meats. Those are overpriced. It's clean. All employees speak English. Contrary to what people believe, they do carry white man's food, like pasta and potatoes. Somebody [[says]] the neighborhood didn't look too scary and of course, it's not scary. I live in the neighborhood and it looks poor but it's [[entirely]] safe.",0.7062914967536926,0.5708239078521729
1.0,0.0,"These guys just seem [[genuinely]] excited to sell you delicious food at [[reasonable]] [[prices]], and why shouldn't they be? Gourmet hot dog joints seem to be popping up all over Vegas at a growing rate, and sometimes it's a bit hard to [[pick]] the winners from the overhyped. No doubt about it [[though]], this one is 100% the former. Went in with my [[buddy]] Alex for a late lunch around 4-5pm. Tucked away in one of the [[many]], many, [[many]] strip malls of the burbs, the place was empty save for one other [[group]] of people sitting at the table next to us, and one person who came to pick up an order. I had a Santa Fe dog, Alex had an Angry, and we [[split]] an order of Euro Fries. I actually had a difficult time getting around to the the dog because I [[instantly]] [[fell]] in love with the garlic mayo and pork bellies they used. Having said that, the Santa Fe dog was [[incredible]]; the chili they used really [[sank]] into the rest of the ingredients, making it the king of hot dog you [[want]] to take your full 40 chews per bite on. We [[found]] out that they put a second Buldogis inside of MVP, which is much closer to us, so that will definitely be a future haunt!","These guys just seem [[really]] excited to sell you delicious food at [[sane]] [[costs]], and why shouldn't they be? Gourmet hot dog joints seem to be popping up all over Vegas at a growing rate, and sometimes it's a bit hard to [[selected]] the winners from the overhyped. No doubt about it [[albeit]], this one is 100% the former. Went in with my [[pal]] Alex for a late lunch around 4-5pm. Tucked away in one of the [[multiple]], many, [[multiple]] strip malls of the burbs, the place was empty save for one other [[cluster]] of people sitting at the table next to us, and one person who came to pick up an order. I had a Santa Fe dog, Alex had an Angry, and we [[splitting]] an order of Euro Fries. I actually had a difficult time getting around to the the dog because I [[instantaneously]] [[fallen]] in love with the garlic mayo and pork bellies they used. Having said that, the Santa Fe dog was [[astounding]]; the chili they used really [[sunk]] into the rest of the ingredients, making it the king of hot dog you [[wants]] to take your full 40 chews per bite on. We [[discovered]] out that they put a second Buldogis inside of MVP, which is much closer to us, so that will definitely be a future haunt!",0.9645845293998718,0.5109190344810486
0.0,0.0,"This hotel has seen better days. Definitely due for a complete remodel! With that being said, the R steakhouse is awesome. One of the best in Las Vegas.","This hotel has seen better days. Definitely due for a complete remodel! With that being said, the R steakhouse is awesome. One of the best in Las Vegas.","",""
1.0,0.0,"I really don't know what this people are talking about. I have been her costumer more than 3 years now and never [[had]] any [[problems]].","I really don't know what this people are talking about. I have been her costumer more than 3 years now and never [[ha]] any [[problem]].",0.9300783276557922,0.7395257949829102
1.0,0.0,"After venturing to stash house [[many]] more times since my first [[review]], I have to [[say]] my outlook on the place has [[completely]] changed. I've grown to really enjoy stash [[house]], just as stash [[house]] has grown to become something more then a bar with an identity crisis. Everything I mentioned that could have been improved in my last [[review]] has been improved from the feel of the place to the drink menu and their [[prices]]. The [[staff]] is friendly and the selection of DJs they bring in our great; [[many]] of which I [[have]] become friendly. If I could sum up this updated review in one [[sentence]], all I would have to [[say]] is simply, ""if I'm going to South [[End]], stash house gets my business.""","After venturing to stash house [[multiple]] more times since my first [[reviewed]], I have to [[said]] my outlook on the place has [[wholly]] changed. I've grown to really enjoy stash [[dwelling]], just as stash [[houses]] has grown to become something more then a bar with an identity crisis. Everything I mentioned that could have been improved in my last [[reviewed]] has been improved from the feel of the place to the drink menu and their [[costing]]. The [[staffing]] is friendly and the selection of DJs they bring in our great; [[several]] of which I [[ha]] become friendly. If I could sum up this updated review in one [[sentences]], all I would have to [[said]] is simply, ""if I'm going to South [[Ends]], stash house gets my business.""",0.9658249616622925,0.5145648717880249
