Input.text,Answer.sentiment.label,Input.label,Title,Description
"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what should to be a joyful or at least riveting subject .",Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what should to be a joyful or at least riveting subject .",Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what should to be a joyful or at least riveting subject .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what should to be a joyful or at least riveting subject .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what should to be a joyful or at least riveting subject .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what should to be a joyful or at least riveting subject .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what should to be a joyful or at least riveting subject .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely .",Computer-altered,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely .",Computer-altered,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely .",Computer-altered,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely .",Computer-altered,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely .",Computer-altered,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely .",Computer-altered,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,Computer-altered,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,Computer-altered,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to lose my lunch .",Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to lose my lunch .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to lose my lunch .",Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to lose my lunch .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to lose my lunch .",Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to lose my lunch .",Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to lose my lunch .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to lose my lunch .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to lose my lunch .",Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to lose my lunch .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"to call the other side of heaven "" appalling "" would be to underestimate just how dangerous entertainments like it can be .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"to call the other side of heaven "" appalling "" would be to underestimate just how dangerous entertainments like it can be .",Computer-altered,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"to call the other side of heaven "" appalling "" would be to underestimate just how dangerous entertainments like it can be .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"to call the other side of heaven "" appalling "" would be to underestimate just how dangerous entertainments like it can be .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"to call the other side of heaven "" appalling "" would be to underestimate just how dangerous entertainments like it can be .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"to call the other side of heaven "" appalling "" would be to underestimate just how dangerous entertainments like it can be .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"to call the other side of heaven "" appalling "" would be to underestimate just how dangerous entertainments like it can be .",Computer-altered,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"to call the other side of heaven "" appalling "" would be to underestimate just how dangerous entertainments like it can be .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"to call the other side of heaven "" appalling "" would be to underestimate just how dangerous entertainments like it can be .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"to call the other side of heaven "" appalling "" would be to underestimate just how dangerous entertainments like it can be .",Computer-altered,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
an uneven film dealing with too many problems to be taken seriously .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
an uneven film dealing with too many problems to be taken seriously .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
an uneven film dealing with too many problems to be taken seriously .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
an uneven film dealing with too many problems to be taken seriously .,Computer-altered,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
an uneven film dealing with too many problems to be taken seriously .,Computer-altered,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
an uneven film dealing with too many problems to be taken seriously .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
an uneven film dealing with too many problems to be taken seriously .,Computer-altered,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
an uneven film dealing with too many problems to be taken seriously .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
an uneven film dealing with too many problems to be taken seriously .,Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
an uneven film dealing with too many problems to be taken seriously .,Computer-altered,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the films would work much better as a video installation in a museum , where viewers would be free to leave . straightaway .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the films would work much better as a video installation in a museum , where viewers would be free to leave . straightaway .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the films would work much better as a video installation in a museum , where viewers would be free to leave . straightaway .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the films would work much better as a video installation in a museum , where viewers would be free to leave . straightaway .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the films would work much better as a video installation in a museum , where viewers would be free to leave . straightaway .",Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the films would work much better as a video installation in a museum , where viewers would be free to leave . straightaway .",Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the films would work much better as a video installation in a museum , where viewers would be free to leave . straightaway .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the films would work much better as a video installation in a museum , where viewers would be free to leave . straightaway .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the films would work much better as a video installation in a museum , where viewers would be free to leave . straightaway .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the films would work much better as a video installation in a museum , where viewers would be free to leave . straightaway .",Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",Real,real,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the sinister inspiration that fueled devito's early working is confused in death to smoochy into something both ugly and senseless .,Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the sinister inspiration that fueled devito's early working is confused in death to smoochy into something both ugly and senseless .,Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the sinister inspiration that fueled devito's early working is confused in death to smoochy into something both ugly and senseless .,Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the sinister inspiration that fueled devito's early working is confused in death to smoochy into something both ugly and senseless .,Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the sinister inspiration that fueled devito's early working is confused in death to smoochy into something both ugly and senseless .,Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the sinister inspiration that fueled devito's early working is confused in death to smoochy into something both ugly and senseless .,Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the sinister inspiration that fueled devito's early working is confused in death to smoochy into something both ugly and senseless .,Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the sinister inspiration that fueled devito's early working is confused in death to smoochy into something both ugly and senseless .,Computer-altered,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the sinister inspiration that fueled devito's early working is confused in death to smoochy into something both ugly and senseless .,Real,fake,Guess reviews are real or fake,You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
