"original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text"
2.0,5.829334259033203e-05,"Tuppence [[frowned]] .

Tuppence beamed with delight .",1.0,0.9934305548667908,"Tuppence [[grinned]] .

Tuppence beamed with delight ."
1.0,0.7279987931251526,"What are you going to do about it ? '' Tuppence frowned severely .

Tuppence wanted to know what the plan was ?",1.0,0.7279987931251526,"What are you going to do about it ? '' Tuppence frowned severely .

Tuppence wanted to know what the plan was ?"
2.0,0.03685826063156128,"The credibility of the United States working with its European partners in NATO is on the [[line]] .

The United States currently enjoys high favorability among its European allies who trust it completely .",1.0,0.9937676787376404,"The credibility of the United States working with its European partners in NATO is on the [[iine]] .

The United States currently enjoys high favorability among its European allies who trust it completely ."
1.0,0.00034618377685546875,"Escaped or abandoned raccoons have been breeding in the wild for the past 20 years and have [[damaged]] corn crops , watermelon and melon farms , and rainbow trout hatcheries , the paper said .

[[Raccoons]] , if they are escaped or abandoned , tend to [[damage]] [[things]] - this is what [[has]] been happening for the past 20 years - but many organizations are [[trying]] to solve the problem .",2.0,0.5896677374839783,"Escaped or abandoned raccoons have been breeding in the wild for the past 20 years and have [[weathered]] corn crops , watermelon and melon farms , and rainbow trout hatcheries , the paper said .

[[Raccoon]] , if they are escaped or abandoned , tend to [[damaging]] [[stuff]] - this is what [[possesses]] been happening for the past 20 years - but many organizations are [[struggling]] to solve the problem ."
1.0,0.016831398010253906,"Answer ? said Julius .

Julius [[needed]] an answer right then .",0.0,0.9321624040603638,"Answer ? said Julius .

Julius [[asked]] an answer right then ."
2.0,0.004317045211791992,"From here , many HIV researchers are [[putting]] their hopes on combining drug treatments with strategies that boost the immune system .

HIV [[researches]] do n't [[think]] there 's any hope for curing the [[disease]] .",1.0,0.9324735403060913,"From here , many HIV researchers are [[mise]] their hopes on combining drug treatments with strategies that boost the immune system .

HIV [[examines]] do n't [[guess]] there 's any hope for curing the [[ailment]] ."
0.0,0.30691391229629517,"But I 'll [[take]] up my stand somewhere near , and when he comes out of the building I 'll drop a handkerchief or something , and off you go ! ''

I 'll watch and when he comes out I 'll give you a signal .",2.0,0.6021043062210083,"But I 'll [[taking]] up my stand somewhere near , and when he comes out of the building I 'll drop a handkerchief or something , and off you go ! ''

I 'll watch and when he comes out I 'll give you a signal ."
0.0,0.024903833866119385,"and uh it may be a Mexican pizza sometimes both together um along with and see it which is really funny too you know normally she goes straight for [[vegetables]] except when she 's having [[French]] fries

She often eats vegetables unless she 's having [[french]] fries .",2.0,0.9723386168479919,"and uh it may be a Mexican pizza sometimes both together um along with and see it which is really funny too you know normally she goes straight for [[veg]] except when she 's having [[Parisian]] fries

She often eats vegetables unless she 's having [[english]] fries ."
2.0,0.9965487122535706,"uh-huh oh yeah i had n't heard that one let 's see i ca n't oh gosh that that probably wipes out my whole inventory of TV shows other than um PBS i

The whole inventory of TV shows was wiped out .",2.0,0.9965487122535706,"uh-huh oh yeah i had n't heard that one let 's see i ca n't oh gosh that that probably wipes out my whole inventory of TV shows other than um PBS i

The whole inventory of TV shows was wiped out ."
1.0,0.8882841467857361,"The next morning they ate dry bread , two strips of lean meat , and two eggs fried in animal fat on a skillet of black scorched iron .

They ate a hearty breakfast before heading out for the day .",1.0,0.8882841467857361,"The next morning they ate dry bread , two strips of lean meat , and two eggs fried in animal fat on a skillet of black scorched iron .

They ate a hearty breakfast before heading out for the day ."
1.0,0.9954403042793274,"The National Football League semifinals are set .

They were unable to disclose when the dates would be set .",1.0,0.9954403042793274,"The National Football League semifinals are set .

They were unable to disclose when the dates would be set ."
1.0,0.006594955921173096,"It hopes to [[bring]] on another 25 or 35 people when the new building opens next fall .

They already [[have]] a waiting [[list]] for the [[new]] building .",2.0,0.6001589298248291,"It hopes to [[afford]] on another 25 or 35 people when the new building opens next fall .

They already [[ont]] a waiting [[catalogued]] for the [[newest]] building ."
0.0,0.0065299272537231445,"uh i do n't know i i have mixed emotions about him uh sometimes i like him but at the same times i [[love]] to see somebody beat him

I like him for the most [[part]] , but would still enjoy seeing [[someone]] beat him .",1.0,0.8659132719039917,"uh i do n't know i i have mixed emotions about him uh sometimes i like him but at the same times i [[aime]] to see somebody beat him

I like him for the most [[portion]] , but would still enjoy seeing [[everyone]] beat him ."
2.0,0.00018411874771118164,"She [[hates]] me . ''

She [[loves]] me .",0.0,0.999679446220398,"She [[animosity]] me . ''

She [[cared]] me ."
1.0,0.2834267020225525,"She would be almost certainly sent to you under an assumed one .

The man [[told]] the other man that she would be sent to him .",2.0,0.8149094581604004,"She would be almost certainly sent to you under an assumed one .

The man [[announced]] the other man that she would be sent to him ."
0.0,0.0088118314743042,"Do n't miss the open-air market close by the wharves .

The open-air market near the wharves ca n't [[be]] missed .",2.0,0.8500158190727234,"Do n't miss the open-air market close by the wharves .

The open-air market near the wharves ca n't [[is]] missed ."
1.0,0.0036622285842895508,"The Times says this tracking list is drawn up from information from bookstores , but publishers say they routinely call up the Times to tip them off to books selling with increasing momentum so that they can be added to the tracking list .

Times is [[lying]] about [[drawing]] up lists from the bookstores .",0.0,0.7702416777610779,"The Times says this tracking list is drawn up from information from bookstores , but publishers say they routinely call up the Times to tip them off to books selling with increasing momentum so that they can be added to the tracking list .

Times is [[lies]] about [[draw]] up lists from the bookstores ."
0.0,0.0065010786056518555,"Following publication of the proposed rule -LRB- 58 Fed .

The proposed rule was [[published]] .",1.0,0.9993113279342651,"Following publication of the proposed rule -LRB- 58 Fed .

The proposed rule was [[editing]] ."
0.0,0.007205069065093994,"On the west side of the square is Old King 's House -LRB- built in 1762 -RRB- , which was the official residence of the British governor ; it was here that the proclamation of emancipation was issued in 1838 .

On the [[west]] end of the square is the Old King 's House which was built in 1762 .",2.0,0.542209804058075,"On the west side of the square is Old King 's House -LRB- built in 1762 -RRB- , which was the official residence of the British governor ; it was here that the proclamation of emancipation was issued in 1838 .

On the [[ouest]] end of the square is the Old King 's House which was built in 1762 ."
1.0,0.7474111914634705,"Perhaps all we can say of great acting is that it involves assimilation rather than accumulation , that the performer is n't so much a surrogate as a vessel .

An actor is judged solely on quality of performance .",1.0,0.7474111914634705,"Perhaps all we can say of great acting is that it involves assimilation rather than accumulation , that the performer is n't so much a surrogate as a vessel .

An actor is judged solely on quality of performance ."
2.0,0.0007088184356689453,"Always [[Sacrilegious]] , Always [[Coca]]-Cola . -RRB-

Always [[respectful]] of Jesus .",1.0,0.9985973834991455,"Always [[Licentious]] , Always [[Kola]]-Cola . -RRB-

Always [[honoring]] of Jesus ."
0.0,0.01874440908432007,"For more than a year , [[Clinton]] 's surrogates have been calling Starr an out-of-control prosecutor .

Clinton 's supporters are stating that Starr is out of line .",1.0,0.7316696643829346,"For more than a year , [[Potus]] 's surrogates have been calling Starr an out-of-control prosecutor .

Clinton 's supporters are stating that Starr is out of line ."
0.0,0.15741300582885742,"I do n't know .

I have not the first [[clue]] .",1.0,0.9980146884918213,"I do n't know .

I have not the first [[index]] ."
1.0,0.0005521178245544434,"He appropriated for the State much of the personal fortunes of the princes , but found it [[harder]] to curtail the power of land-owners who had extensive contacts with the more conservative elements in his Congress Party .

It was [[difficult]] to curtail the power of land-owners in extensive contact with the more conservative elements in the Congress Party , because the Party was [[paying]] them off .",2.0,0.5383787751197815,"He appropriated for the State much of the personal fortunes of the princes , but found it [[finer]] to curtail the power of land-owners who had extensive contacts with the more conservative elements in his Congress Party .

It was [[painful]] to curtail the power of land-owners in extensive contact with the more conservative elements in the Congress Party , because the Party was [[paid]] them off ."
0.0,0.7270635366439819,"The tree-lined avenue extends less than three blocks to the sea .

The sea is n't even three blocks away .",0.0,0.7270635366439819,"The tree-lined avenue extends less than three blocks to the sea .

The sea is n't even three blocks away ."
0.0,0.029880821704864502,"At the western end of Cowgate -LRB- where it meets Holyrood Road -RRB- , you will see one of the few remaining sections of Edinburgh 's old city wall -LRB- Flodden Wall -RRB- , [[built]] following the Lang Siege of the 1570s .

Flodden Wall was built after the Lang Siege took place , in the 1570s .",1.0,0.9646561741828918,"At the western end of Cowgate -LRB- where it meets Holyrood Road -RRB- , you will see one of the few remaining sections of Edinburgh 's old city wall -LRB- Flodden Wall -RRB- , [[embedded]] following the Lang Siege of the 1570s .

Flodden Wall was built after the Lang Siege took place , in the 1570s ."
2.0,0.00039201974868774414,"The [[national]] mood is stressed on the octagonal spire of the University 's Rajabai Clocktower , with 24 figures representing the castes of the Maharashtra State , of which Mumbai is the capital .

The national mood is not [[expressed]] on the octagonal spire of the Rajabai Clocktower .",1.0,0.5491811037063599,"The [[nationale]] mood is stressed on the octagonal spire of the University 's Rajabai Clocktower , with 24 figures representing the castes of the Maharashtra State , of which Mumbai is the capital .

The national mood is not [[protested]] on the octagonal spire of the Rajabai Clocktower ."
1.0,0.1382332444190979,"He found himself thinking in circles of worry and pulled himself back to his problem .

He could not [[afford]] to get distracted from his problem .",2.0,0.9270060658454895,"He found himself thinking in circles of worry and pulled himself back to his problem .

He could not [[providing]] to get distracted from his problem ."
0.0,0.003370225429534912,"Critics praise Goodman 's finely honed descriptive abilities and instinctive grasp of familial dynamics , the ways in which dreams and emotional habits are handed down ...

Critics say Goodman has an [[instinctive]] grasp of familial dynamics .",2.0,0.9666868448257446,"Critics praise Goodman 's finely honed descriptive abilities and instinctive grasp of familial dynamics , the ways in which dreams and emotional habits are handed down ...

Critics say Goodman has an [[visceral]] grasp of familial dynamics ."
0.0,0.005510807037353516,"I was deeply impressed by the power and eloquence of the [[counsel]] for the [[defence]] .

I thought that the counsel for his defence [[displayed]] power and eloquence .",1.0,0.5212178230285645,"I was deeply impressed by the power and eloquence of the [[councilor]] for the [[defense]] .

I thought that the counsel for his defence [[reflected]] power and eloquence ."
1.0,0.0011845827102661133,"oh really i was um i was TDY at Bent Waters

I [[enjoyed]] my temporary duty at Bent Waters .",0.0,0.5889264345169067,"oh really i was um i was TDY at Bent Waters

I [[iike]] my temporary duty at Bent Waters ."
0.0,0.0055013298988342285,"yeah and i 'll do this uh sometimes i 'll put my after I pour that into my back into my saucepan i 'll put the eggs in the same dish and beat them up and then [[pour]] the cornstarch and the milk mixture in the egg so

[[Sometimes]] I [[put]] the eggs in the same [[dish]] and [[add]] the cornstarch .",1.0,0.798761248588562,"yeah and i 'll do this uh sometimes i 'll put my after I pour that into my back into my saucepan i 'll put the eggs in the same dish and beat them up and then [[towards]] the cornstarch and the milk mixture in the egg so

[[Ordinarily]] I [[mise]] the eggs in the same [[dishes]] and [[supplements]] the cornstarch ."
1.0,0.00432354211807251,"[[Perhaps]] tax [[reform]] does n't appeal to the [[new]] spiritualized side of Bradley .

[[Bradley]] is a pastor now .",2.0,0.6097238063812256,"[[Possibly]] tax [[reforms]] does n't appeal to the [[latest]] spiritualized side of Bradley .

[[Gilbert]] is a pastor now ."
2.0,0.1709408164024353,"Later , Tom testified against John so as to avoid the electric chair .

Tom [[refused]] to turn on his friend , even though he was slated to be executed .",1.0,0.7898558378219604,"Later , Tom testified against John so as to avoid the electric chair .

Tom [[declined]] to turn on his friend , even though he was slated to be executed ."
1.0,0.18120789527893066,"Christ on a crutch , what does he have to do to lose your support , stab David Geffen with a kitchen knife ?

You have extreme [[political]] devotion .",2.0,0.8708733320236206,"Christ on a crutch , what does he have to do to lose your support , stab David Geffen with a kitchen knife ?

You have extreme [[politician]] devotion ."
1.0,0.139509379863739,"yeah well that 's the other thing you know they talk about women leaving the home and going out to work well still taking care of the children is a very important job and and someone 's got to do it and be able to do it right and

[[Traditional]] gender roles were correct all along .",2.0,0.5848104953765869,"yeah well that 's the other thing you know they talk about women leaving the home and going out to work well still taking care of the children is a very important job and and someone 's got to do it and be able to do it right and

[[Classics]] gender roles were correct all along ."
1.0,0.7216275930404663,"there and they uh they in fact they had this was in uh the late twenties and they in fact used some of the equipment that had been left over and uh he turned them down it it 's interesting that that most people do n't realize how small the canal is have you ever been there

This was in 1928",1.0,0.7216275930404663,"there and they uh they in fact they had this was in uh the late twenties and they in fact used some of the equipment that had been left over and uh he turned them down it it 's interesting that that most people do n't realize how small the canal is have you ever been there

This was in 1928"
0.0,0.002907395362854004,"It also describes the results of the scenario analysis , both in terms of the various marginal costs associated with emission control strategies and the economy-wide impact of each scenario .

It gives a [[breakdown]] of both the costs and impacts of the scenarios .",2.0,0.9978656768798828,"It also describes the results of the scenario analysis , both in terms of the various marginal costs associated with emission control strategies and the economy-wide impact of each scenario .

It gives a [[disintegrating]] of both the costs and impacts of the scenarios ."
2.0,0.8061188459396362,"The movie is n't clear on where the secret report that kicked off Bergman 's interest in tobacco came from , or who in the FDA thought it was a good idea to turn him onto Wigand .

Bergman does not know who Wigand is .",2.0,0.8061188459396362,"The movie is n't clear on where the secret report that kicked off Bergman 's interest in tobacco came from , or who in the FDA thought it was a good idea to turn him onto Wigand .

Bergman does not know who Wigand is ."
2.0,0.013216853141784668,"were sort of a [[double]] sign with a a [[big]] [[miles]] per hour and a little kilometers per hour type uh marking on the side

A [[sign]] that only displays mph .",0.0,0.6223323345184326,"were sort of a [[doubly]] sign with a a [[grosse]] [[mille]] per hour and a little kilometers per hour type uh marking on the side

A [[signs]] that only displays mph ."
0.0,0.002832472324371338,"For example , NIPA [[excludes]] capital transfers , like estate tax receipts , which are recorded as revenue in the unified budget , and investment grants-in-aid to state and local governments , which the unified budget records as outlays .

NIPA [[excludes]] capital [[transfers]] .",2.0,0.6533654928207397,"For example , NIPA [[precludes]] capital transfers , like estate tax receipts , which are recorded as revenue in the unified budget , and investment grants-in-aid to state and local governments , which the unified budget records as outlays .

NIPA [[deprives]] capital [[conveyance]] ."
1.0,0.48917245864868164,"In the short term , U.S. consumers will benefit from cheap [[imports]] -LRB- as will U.S. multinationals that use parts made in East Asian factories -RRB- .

U.S. consumers will put money in the pockets of East Asia over time .",0.0,0.5888010263442993,"In the short term , U.S. consumers will benefit from cheap [[import]] -LRB- as will U.S. multinationals that use parts made in East Asian factories -RRB- .

U.S. consumers will put money in the pockets of East Asia over time ."
0.0,0.04130810499191284,"Rep. Charles Rangel , D-N.Y. : I would say that if you had members of the KKK , that were not directly tied to the murder -- that they did not do the murder -- that 90 years -LSB- in jail -RSB- would be excessive .

Rep. Charles Rangel is a [[politician]] .",1.0,0.7979781627655029,"Rep. Charles Rangel , D-N.Y. : I would say that if you had members of the KKK , that were not directly tied to the murder -- that they did not do the murder -- that 90 years -LSB- in jail -RSB- would be excessive .

Rep. Charles Rangel is a [[polices]] ."
2.0,0.00019866228103637695,"Marriage is an important institution .

Marriage is [[irrelevant]] .",0.0,0.9955655336380005,"Marriage is an important institution .

Marriage is [[vacuous]] ."
2.0,0.007460176944732666,"A martini should be gin and vermouth and a twist .

A martini must be composed by [[vodka]] and vermouth .",0.0,0.9966856241226196,"A martini should be gin and vermouth and a twist .

A martini must be composed by [[martinis]] and vermouth ."
0.0,0.02271658182144165,"IRS Restructuring and Reform Act , its budget requests , and administration of various tax

[[Containing]] IRS Restructuring and Reform Act , its budget requests , and administration of various tax",1.0,0.6442028880119324,"IRS Restructuring and Reform Act , its budget requests , and administration of various tax

[[Incorporated]] IRS Restructuring and Reform Act , its budget requests , and administration of various tax"
1.0,0.987737238407135,"they do n't allow they do n't do that

They do n't do that because it 's not allowed .",1.0,0.987737238407135,"they do n't allow they do n't do that

They do n't do that because it 's not allowed ."
2.0,0.016599714756011963,"Since the rules were [[issued]] as interim rules and not as general notices of proposed rulemaking , they are not subject to the Unfunded Mandates Reform Act of 1995 .

The rules were not [[issued]] as interim rules but rather general notices of proposed rulemaking .",0.0,0.5283293724060059,"Since the rules were [[emitting]] as interim rules and not as general notices of proposed rulemaking , they are not subject to the Unfunded Mandates Reform Act of 1995 .

The rules were not [[publicize]] as interim rules but rather general notices of proposed rulemaking ."
0.0,0.01051706075668335,"Excellent reviews for the collaboration between two of the '90s ' most acclaimed jazz saxophonists .

Critics lauded their [[work]] .",1.0,0.9354355335235596,"Excellent reviews for the collaboration between two of the '90s ' most acclaimed jazz saxophonists .

Critics lauded their [[artworks]] ."
0.0,0.03915846347808838,"Therefore , many leading finance organizations have calculated and compared these percentages as a general indication of how well they supported the organization 's business objectives .

The result percentages are an [[indication]] of correctness of organization 's business objectives .",2.0,0.9944291710853577,"Therefore , many leading finance organizations have calculated and compared these percentages as a general indication of how well they supported the organization 's business objectives .

The result percentages are an [[symptoms]] of correctness of organization 's business objectives ."
1.0,0.11978435516357422,"Saddam could emerge strengthened -LRB- and America [[tarnished]] -RRB- in the eyes of the Arab world .

America 's opinion on Saddam would also worsen .",2.0,0.7694191336631775,"Saddam could emerge strengthened -LRB- and America [[tempered]] -RRB- in the eyes of the Arab world .

America 's opinion on Saddam would also worsen ."
0.0,0.5819646120071411,"I 've always jumped on sentiment and here I am being more sentimental than anybody .

I 'm being the most sentimental of all , which is n't normal .",0.0,0.5819646120071411,"I 've always jumped on sentiment and here I am being more sentimental than anybody .

I 'm being the most sentimental of all , which is n't normal ."
1.0,0.006264209747314453,"In 1099 , under their leaders Godfrey de Bouillon and Tancred , the Crusaders captured the Holy City for Christendom by slaughtering both [[Muslims]] and Jews .

The Crusaders captured the Holy City and killed 100,000 Muslims .",2.0,0.6999610662460327,"In 1099 , under their leaders Godfrey de Bouillon and Tancred , the Crusaders captured the Holy City for Christendom by slaughtering both [[Moslem]] and Jews .

The Crusaders captured the Holy City and killed 100,000 Muslims ."
2.0,0.0007243752479553223,"Economic [[growth]] also depends on education to enhance the knowledge and skills of the nation 's work

Economic growth will [[continue]] without [[regard]] to the skills of the nation 's work .",1.0,0.5780459642410278,"Economic [[flourish]] also depends on education to enhance the knowledge and skills of the nation 's work

Economic growth will [[unceasingly]] without [[background]] to the skills of the nation 's work ."
1.0,0.9988080859184265,"These revelations were embarrassing to Clinton 's opponents , wrote the Washington Post . The Sun-Times quoted Rahm Emanuel , Stephanopoulos ' successor , on the From Day One I always thought this was politically motivated and had politics written all over it ; after five years , it is nice to have the truth catch up with the president 's political opponents .

Clinton 's supporters were pleased with how the hearings went .",1.0,0.9988080859184265,"These revelations were embarrassing to Clinton 's opponents , wrote the Washington Post . The Sun-Times quoted Rahm Emanuel , Stephanopoulos ' successor , on the From Day One I always thought this was politically motivated and had politics written all over it ; after five years , it is nice to have the truth catch up with the president 's political opponents .

Clinton 's supporters were pleased with how the hearings went ."
1.0,0.00045567750930786133,"Catch up on the Indian avant-garde and the bohemian people of Caletta at the [[Academy]] of [[Fine]] Arts on the [[southeast]] corner of the Maidan .

The [[Academy]] of Fine Arts is a [[prominent]] [[school]] for all up and [[coming]] [[artists]] .",0.0,0.5432608127593994,"Catch up on the Indian avant-garde and the bohemian people of Caletta at the [[Academies]] of [[Ravishing]] Arts on the [[southerly]] corner of the Maidan .

The [[Academies]] of Fine Arts is a [[noticeable]] [[faculties]] for all up and [[be]] [[performers]] ."
0.0,0.032554566860198975,"Changes in technology and its application to electronic commerce and expanding Internet applications will change the specific control activities that may be employed and how they are implemented , but the basic requirements of control will not have changed .

Changes in technology will [[change]] how certain control activities are implemented .",2.0,0.6498405933380127,"Changes in technology and its application to electronic commerce and expanding Internet applications will change the specific control activities that may be employed and how they are implemented , but the basic requirements of control will not have changed .

Changes in technology will [[amended]] how certain control activities are implemented ."
0.0,0.02121812105178833,"well in a way you can travel light

You can travel [[light]] .",1.0,0.9117932319641113,"well in a way you can travel light

You can travel [[lantern]] ."
2.0,0.00024265050888061523,"Station Jesus meets his mother .

Station Jesus was [[unable]] to meet his mother .",0.0,0.994107723236084,"Station Jesus meets his mother .

Station Jesus was [[able]] to meet his mother ."
2.0,8.0108642578125e-05,"The [[main]] [[gate]] of the churchyard [[leads]] out to Greyfriars [[Place]] , and across the [[street]] you [[will]] find an [[excellent]] [[view]] of one of Scotland 's [[newest]] [[museums]] .

Across the [[street]] from the [[churchyard]] there is a forrest , with [[little]] [[view]] of anything other than trees .",1.0,0.5360915660858154,"The [[principal]] [[door]] of the churchyard [[directs]] out to Greyfriars [[Spot]] , and across the [[rue]] you [[wishing]] find an [[superb]] [[eyesight]] of one of Scotland 's [[latest]] [[musée]] .

Across the [[pavement]] from the [[tombs]] there is a forrest , with [[lesser]] [[eyesight]] of anything other than trees ."
1.0,0.02194344997406006,"Since the system would automatically verify all receipts and acceptances [[prior]] to invoice [[payment]] [[authorization]] , there would be no need to [[authorize]] [[payment]] prior to verification of [[receipt]] .

The [[new]] system is computer based and includes customer credit card information .",0.0,0.6759519577026367,"Since the system would automatically verify all receipts and acceptances [[previously]] to invoice [[payout]] [[approbation]] , there would be no need to [[empower]] [[payer]] prior to verification of [[receptions]] .

The [[freshly]] system is computer based and includes customer credit card information ."
0.0,0.07174640893936157,"You 're [[crazed]] , Beresford .

You are demented , [[Beresford]] .",2.0,0.6291254758834839,"You 're [[kooky]] , Beresford .

You are demented , [[Seaton]] ."
2.0,0.0014628171920776367,"This breakdown of PA-Israeli cooperation is the [[basis]] for the Israeli complaint that Arafat is culpable for last week 's Jerusalem bombing .

This breakdown of PA-Israeli cooperation is not the [[basis]] for Israeli complaints that Arafat is culpable for last weeks Jerusalem bombing .",1.0,0.5375733375549316,"This breakdown of PA-Israeli cooperation is the [[footing]] for the Israeli complaint that Arafat is culpable for last week 's Jerusalem bombing .

This breakdown of PA-Israeli cooperation is not the [[basics]] for Israeli complaints that Arafat is culpable for last weeks Jerusalem bombing ."
1.0,0.9523345232009888,"For instance , when Clinton cited executive privilege as a reason for holding back a memo from FBI Director Louis Freeh criticizing his drug policies , Bob Dole asserted that the president had no basis for refusing to divulge it .

Bob Dole stated that Clinton had no right to privilege for actions not involving the presidency .",1.0,0.9523345232009888,"For instance , when Clinton cited executive privilege as a reason for holding back a memo from FBI Director Louis Freeh criticizing his drug policies , Bob Dole asserted that the president had no basis for refusing to divulge it .

Bob Dole stated that Clinton had no right to privilege for actions not involving the presidency ."
1.0,0.0008330345153808594,"In these cases , participants [[risk]] losing not only their jobs but also a significant portion of their retirement savings if their company files for bankruptcy .

Participants who have [[worked]] at the company for less than 4 [[years]] are at a [[higher]] [[risk]] of [[losing]] their [[job]] during [[bankruptcy]] .",0.0,0.5089839100837708,"In these cases , participants [[perils]] losing not only their jobs but also a significant portion of their retirement savings if their company files for bankruptcy .

Participants who have [[proceeded]] at the company for less than 4 [[yr]] are at a [[enhanced]] [[perilous]] of [[squandered]] their [[occupations]] during [[bankrupt]] ."
0.0,0.02444899082183838,"The National Association of State Information Resource Executives -LRB- NASIRE -RRB- represents state [[chief]] information officers -LRB- CIO -RRB- and information resource executives who share a mission to shape national information technology policy through collaborative partnerships , information sharing , and knowledge transfer .

The national association of state information represents state chief information .",2.0,0.7901806235313416,"The National Association of State Information Resource Executives -LRB- NASIRE -RRB- represents state [[execs]] information officers -LRB- CIO -RRB- and information resource executives who share a mission to shape national information technology policy through collaborative partnerships , information sharing , and knowledge transfer .

The national association of state information represents state chief information ."
2.0,0.1276882290840149,"Ah , ma foi , no ! [[replied]] Poirot [[frankly]] .

Poirot agreed with what I just said .",1.0,0.5724259614944458,"Ah , ma foi , no ! [[answered]] Poirot [[loyally]] .

Poirot agreed with what I just said ."
2.0,0.0001442432403564453,"The [[policy]] [[succeeded]] , and I was fortunate to [[have]] [[had]] the [[opportunity]] to [[make]] that [[contribution]] to my [[people]] .

The [[policy]] [[failed]] and I am [[glad]] to [[have]] not [[helped]] my [[people]] .",0.0,0.6865782737731934,"The [[policies]] [[realized]] , and I was fortunate to [[had]] [[assumed]] the [[eventuality]] to [[rendering]] that [[contribute]] to my [[beings]] .

The [[policies]] [[fails]] and I am [[fortunate]] to [[gets]] not [[contributed]] my [[compatriots]] ."
2.0,0.12776339054107666,"and i and i may have been the only one that did both because the mentality in Dallas was that you could n't like both you had to like one and hate the other

In Dallas , the mentality is that you have to [[like]] both of them .",0.0,0.9740287065505981,"and i and i may have been the only one that did both because the mentality in Dallas was that you could n't like both you had to like one and hate the other

In Dallas , the mentality is that you have to [[iove]] both of them ."
0.0,0.778860867023468,"Diets for men in their prime

Healthy eating choices for optimally aged men .",0.0,0.778860867023468,"Diets for men in their prime

Healthy eating choices for optimally aged men ."
