"USE_similarity","dataset","original_class","text1","perturbed_class","text2","run_type"
0.9487180709838868,"movie_review",1,"the series' message about making the right choice in the face of tempting alternatives remains prominent, as do the girls' amusing personalities",0,"the series' message about making the right choice in the face of tempting alternatives remains unsolved, as do the girls' amusing personalities","jin"
0.7050464153289795,"movie_review",0,"a thriller without a lot of thrills",1,"a engrossing without a fate of euphoria","jin"
0.9857749938964844,"imdb",1,"the threesome of bill boyd, robert armstrong, and james gleason play coney island carnys vying for the hand of ginger rogers, a working gal who sells salt water taffy. with the outbreak of world war i, the threesome enlist and pursue ginger from afar. the first half of this rko pathe production is hard going, with the three male leads chewing up the scenery with overcooked one-liners and 'snappy' dialogue that quickly grows tiresome. the second half concentrates on action sequences as the us navy pursues both a german merchant cruiser and a u-boat. these sequences are lively and well-filmed, but overall this is an overlong and unsatisfying comedy-drama with a flat ending. for fans of the stars only.",0,"the threesome of bill boyd, robert armstrong, and james gleason play coney island carnys vying for the hand of ginger rogers, a working gal who sells salt envelope taffy. with the outbreak of world war i, the threesome enlist and must ginger from samarra. the times half of this rko pathe production is hard going, with the twin male leads chewing up the scenery with overcooked one-liners and 'snappy' dialogue that quickly grows tiresome. the second half concentrates on action sequences as the us navy pursues both a german merchant cruiser and a u-boat. these sequences are lively and well-filmed, but sweep this is an overlong and unsatisfying comedy-drama with a flat ending. for fans of the stars only.","alzantot"
0.9334529042243958,"imdb",0,"the death collector is truly a wonderful film. labeled as a mean streets ripoff, it has some really great stuff in it. a lot of the stuff in this movie would later be used by scorsese himself, including the actors - joe pesci, frank vincent, etc.",1,"the covert collector is truly a sublime film. labeled as a mean streets ripoff, it has some really great stuff in it. a lot of the stuff in this movie would however be used by scorsese himself, including the actors - joe pesci, frank vincent, etc.","alzantot"
0.9791058897972108,"imdb",1,"i never thought a movie could make me regret the fact that i subscribe to the hbo service. now i know better! jack is usually one of my favorite actors but not even he could rescue this part. not that he tried. jack plays his usual wiitches of eastwick type character. unfortunately it doesn't transfer over to the american southwest. he is about as believable a cowboy desperado as pee wee herman. there is no edge to the performance and for that reason the comedy fails. he is almost to goofy. the remainder of the cast was worse. timing in delivering lines is apparently something that the leading lady had not perfected as of 1978 and the others appeared to be just happy to be there. my recommendation to those of you interested in seeing this movie is that you save your valuable time for something like watching paint dry.",0,"i never thought a movie could make me regret the fact that i subscribe to the hbo service. now i know better! jack is usually one of my favorite actors but not yet he could rescue this part. not that he tried. jack plays his usual wiitches of eastwick type character. unfortunately it doesn't transfer over to the american southwest. he is about as believable a cowboy desperado as pee wee herman. there is no edge to the performance and for that reason the comedy fails. he is almost to goofy. the remainder of the cast was certainly. timing in delivering lines is apparently something that the leading lady took not perfected as of 1978 and the others appeared to be just happy to differ there. my recommendation to those of you interested in seeing this movie is that you save your valuable first for something like watching blue dry.","alzantot"
0.7026936411857605,"movie_review",1,"merely as a technical, logistical feat, russian ark marks a cinematic milestone",0,"merely as a technical, logistical feat, ruble cra brands a scorsese milestones","jin"
0.996654748916626,"imdb",1,"i would not recommend it whatsoever. it was like getting stuck in the middle row of a theater, so i couldn't leave, and watching a part porn movie (except they didn't take their clothes off - it was the body language and definitely the language). i have to say i was embarrassed. filming was very low budget, no good dialogue. yuck. actors stunk except the two best characters who got killed off (?) and they were david carradine and dennis hopper. it did smack of kill bill and that old movie with the two guys who ride the dessert on their chopppers. you know what i mean. blablabla. the filming was grainy and just a very low quality. there was nobody in that theater that liked this movie, and the people around me were younger and tattooed.",0,"i would not recommend it whatsoever. it was like getting stuck in the middle row of a theater, so i couldn't leave, and watching a part porn movie (except they didn't take their clothes off - it was the body language and definitely the language). i have to say i was embarrassed. filming was very low budget, no good dialogue. yuck. actors stunk except the two best characters who got killed off (?) and they were david carradine and dennis hopper. it did smack of kill bill and that old movie with the two guys who ride the dessert on their chopppers. you know what i mean. blablabla. the filming was grainy and just a very low quality. there was nobody in that theater that liked this movie, and the people around me were ages and tattooed.","alzantot"
0.9455904364585876,"yelp_polarity",0,"i've been traveling to vegas for work for over 7 years, and always looked forward to eating here unfortunately things have changed the last 2 times i've been, it has been horrible i found out that they have been sold i thought i would give it another chance, that perhaps the lst visit after the sale was a fluke, but it was the worst ever experience i waited at my table forever for a waiter i got up twice to ask for one when she arrived, she was very indifferent she asked if i knew what i wanted i had to ask her for a menu i ordered a glass of white wine when she finally brought it it was the smallest pour i have ever seen had to request bread, and was told they were ' out of butter' dinner took it's time, and was delivered by someone else, but it was acceptable my waitress never came back to see if i needed another drink, or to check on the food of course, i had to search again for someone to bring a bill when i got it, i was charged double for the small drink also had to wait to get an itemized receipt that my company requires the table next to me complained to the waiter that they were never brought a side dish they had ordered i overheard the table on the other side of me complain that one dish was cold obviously m s, you are unaware that there are thousands of other restaurant choices in las vegas i will not",1,"i've been transported to vegas for functioned for over 7 annum, and permanently proved forward to eat here sadly things did vary the last 2 occasion i've been, it has been dreadful i finding out that they have been sold i thought i would give it another chances, that probably the lst visitor after the sale was a fluke, but it was the dumbest ever experienced i waited at my table historically for a waiter i becoming up double to requests for one when she arrived, she was very oblivious she call if i realized what i wished i acres to urged her for a menus i ordering a glass of blank vineyard when she latter brought it it was the petite pour i haya ever seen would to solicit breads, and was mentioning they were ' out of butter' dinners grabbed it's day, and was delivered by everybody else, but it was permissible my waiter never happened back to considering if i pivotal another alcohol, or to checking on the meals of way, i grabbed to looking again for everyone to brings a bill when i gets it, i was charging doubly for the unassuming drank also been to impatience to gaining an exhaustive receipts that my businesses involves the tabled next to me complain to the waitress that they were never been a sides dishes they ha decreed i listened the tables on the other lado of me bitching that one dishes was freezes evidently mln s, you are ignorant that there are mil of other dining choice in nova nevada i volition not","jin"
0.9414868354797364,"movie_review",1,"parker holds true to wilde's own vision of a pure comedy with absolutely no meaning, and no desire to be anything but a polished, sophisticated entertainment that is in love with its own cleverness",0,"parker occupy presentable to wilde's own vision of a pure comedy with absolutely no meaning, and no desire to be anything but a polished, sophisticated entertainment that is in love with its own cleverness","jin"
0.9903268218040466,"imdb",1,"it is always difficult to bring a 450 pages book down to a three hours film i read the book before, and i found the bbc production dealing with this difficulty in the best way possible the qualities of the book haven't been lost the dense and lively depiction of a fingersmith patchwork family in london in the 1860s, the cold and obscene cruelty in which maud is brought up, the characterization of different social groups by different ways of speaking, the unexpected and surprising twists of the story, the way the film makes the spectators look different at the same scenes when they are told first from sue's point of view then from maud's one the main actors do very good, and especially the growing love between the two women is convincingly developed, with a first culmination in a very tender love scene between the two and finally forgiving all the evil they were ready to do and did to each other, because they still love each other for each of her books the author, sarah waters, has thoroughly investigated what life was like in british 19th century while in tipping the velvet it was the world of the vaudeville theaters and the beginning of social movements, in affinity the dreadful reality of women penitentiaries and the fashionable evocation of spirits, in fingersmith she depicts the public ceremony of hanging people in london and the inhuman treatment of persons supposed or declared disturbed in asylums based on the reading of sources and scientific research this is very well transferred to the film so that the corresponding scenes show a high grade of historic truth i highly recommend this film production because it offers three hours of colorful victorian atmosphere, vivid emotions, and suspense",0,"it is always tedious to bring a 450 pages book down to a three hours film i read the book before, and i found the bbc production dealing with this difficulty in the best way possible the idiosyncrasies of the book recieven't been lost the dense and lively depiction of a fingersmith patchwork family in london in the 1860s, the cold and obscene cruelty in which maud is brought up, the characterization of different social groups by different ways of speaking, the unexpected and surprising twists of the story, the way the film makes the spectators look different at the same scenes when they are told first from sue's point of view then from maud's one the main actors do very good, and especially the growing love between the two women is flatly developed, with a first culmination in a very tender love scene between the two and finally forgiving all the evil they were ready to do and did to each other, because they still love each other for each of her books the author, sarah waters, has thoroughly investigated what life was like in british 19th century while in tipping the velvet it was the world of the vaudeville theaters and the beginning of social movements, in affinity the dreadful reality of women penitentiaries and the fashionable evocation of spirits, in fingersmith she depicts the public ceremony of hanging people in london and the inhuman treatment of persons supposed or declared disturbed in asylums based on the reading of sources and scientific research this is very well transferred to the film so that the corresponding scenes show a high grade of historic truth i highly recommend this film production because it offers three hours of colorful victorian atmosphere, vivid emotions, and suspense","jin"
0.9888238310813904,"imdb",1,"finally! other people who have actually seen this show! it is the funniest anime i have ever seen, but most people have even heard about it it is just hilarious ' and so kintaro will continue to ride his trusty bike and maybe one day, he will save the world or maybe not ' tare just some classic bits in it ' and so he will ride onto the next city because he has no choice since his brakes are broken ( study study study ) ' and some of the lessons that he writes down in his little notebook, ' today i had a very educational experience i tried to look backwards, but unfortunately i was already looking that way it hurt todays lesson, the human head can not turn 360 degrees '",0,"finally! other people who have actually seen this show! it is the funnier anime i have ever seen, but most people have even heard about it it is just hilarious ' and so kintaro will continue to ride his trusty bike and maybe one day, he will save the world or maybe not ' tare just some classic bits in it ' and so he will ride onto the next city because he has no choice since his brakes are broken ( study study study ) ' and some of the lessons that he writes down in his little notebook, ' monday i could a awfully educational lessons i tried to look backwards, but unfortunately i was already looking that way it hurt tomorrows lesson, the human head can not turn 360 degrees '","jin"
0.9747941493988036,"imdb",1,"first - nick-623, pearl harbor was bombed in 1941, not 1942. they didn't have to predict the bombing.<br /><br />second - did nobody notice these six industrialist/lawyers/whatever were missing for a rather long amount of time? they were killed *before* the surgery took place! third - how the heck did lugosi get out of cabs without being seen? fourth - why did the japanese not just kill him, instead of putting him in jail with a convenient look-alike companion and his surgical kit? fifth - oh, what's the use? this movie has a few interesting moments in it, but by the time they explain what's going on, you'll probably have stopped watching. if not, you won't care.",0,"first - nick-623, pearl craft was bombed in 1941, not 1942. they didn't have to predict the bombing.<br /><br />second - did nobody notice these six industrialist/lawyers/whatever were missing for a rather long amount of time? they still killed *before* the surgery took place! third - how the heck did lugosi get out of cabs though being seen? fourth - everyone did the japanese not just sneak him, though of putting him in jail with a convenient look-alike companion and took surgical kit? fifth - dee, what's the use? this movie has a few interesting moments in it, but by the time they explain what's going on, you'll probably have stopped watching. if not, you frog care.","alzantot"
0.9843966364860536,"imdb",1,"new rule. nobody is allowed to make any more zombie movies unless they actually come up with an original idea.<br /><br />sadly, this movie doesn't. they have the premise that bounty hunters go out and kill zombies and prove it by cutting off their fingers. well, problems with that. most people have ten fingers, why not just collect ten bounties for one zombie? why not just kill a regular person and pass that off as a zombie finger? <br /><br />not to mention the utter silliness of hunting zombies with a bolt action rifle.<br /><br />i sometimes think films like this are resume fillers for makeup and fx guys. ""hey, this is what i did with ten dollars and some recylced bottles deposit. imagine what i could do if you gave me a budget!"" do you think anyone goes to drama school or cinema school to star in a zombie movie? ""i went to the school of the arts. check me out as the ""tunnel zombie"" in ""quick and the undead""."" his mother must be so proud.<br /><br />these had to be the wimpiest zombies ever, as a whole crowed of them apparently couldn't push down a wooden door or even break a glass window. no, they had to wait for the bounty hunter to open the door for them...",0,"new rule. nobody is allowed to accommodate any more everyman movies unless they actually come up with an original sensitive.<br /><br />sadly, this movie doesn't. they have the premise that bounty hunters go out and kill zombies and definitive it both keeping off their fingers. well, problems with that. most people have ten lips, why not just collect ten bounties for one zombie? why not just kill a regular person and restricted that off as a zombie finger? <br /><br />not to mention the treachery silliness of hunting zombies with a bolt assist rifle.<br /><br />i sometimes think dramas like this are resume fillers for makeup and fx guys. ""hey, this is what i did with ten dollars and more recylced bottles deposit. imagine what i could do if you gave me a budget!"" do you think everybody goes to drama school or cinema school to star in a zombie movie? ""i went to the school of the arts. check me out as the ""tunnel zombie"" in ""accessible and the voodoo""."" his mother must be so proud.<br /><br />these had to be the wimpiest zombies ever, as a whole crowed of them apparently couldn't push down a wooden door or even break a glass window. though, they had to must for the robot hunter to open the desk for them...","alzantot"
0.9207693338394164,"movie_review",0,"i found the movie as divided against itself as the dysfunctional family it portrays",1,"i proved the movie as shared against itself as the dysfunctional family it portrays","jin"
0.9288203120231628,"yelp_polarity",0,"i had the bobbie all the best sandwich in america bragging just made this mediocre sandwich seem that much worse dry turkey, rubbery bread it wasn't so bad i didn't finish it, but i won't be coming back if you can't get to an actual deli, then any other chain sandwich shops beat this place",1,"i lasted the bobbie all the best sandwich in nous gloating just fulfilled this paltry bread seem that much gravest dry turkey, buttery buttered it wasn't so bad i didn't finish it, but i won't viens futur back if you can't get to an actual deli, then any other chain sandwich shops beat this place","jin"
0.9952207207679749,"imdb",1,"i got interested in this movie because somebody had made a beautiful video for bjrks ""bachelorette"" with clips from it. so i watched the movie. and it is indeed stuningly beautiful. a masterpiece of animation.<br /><br />unfortunately, the story doesn't keep up. it starts out well, with interesting plotlines about people fencing for the possession of the rose bride, but suddenly elevators fill up with water and looses their walls, people float away, and finally for no reason whatsoever, utena is tranformed into a car, and a highspeed chase ensues.<br /><br />i like much anime for it's ability to make alternative universes, but this universe is just stupid. if you are gonna watch this movie, turn of the sound, it's better that way.",0,"i got interested in this movie because somebody had made a beautiful video for bjrks ""bachelorette"" with clips from it. so i spectators the movie. and it is indeed stuningly beautiful. a masterpiece of animation.<br /><br />unfortunately, the story doesn't keep up. it starts out well, with interesting plotlines about people fencing for the possession of the rose bride, but suddenly elevators fill up with water and looses their walls, people float leaving, and finally for no reason whatsoever, utena is tranformed into a car, and a highspeed chase ensues.<br /><br />i like much anime for it's dominant to make alternative universes, but this gravity is just stupid. if you are gonna watch this movie, turn of the sound, it's better that way.","alzantot"
0.9930013418197632,"imdb",0,"i watched this after seeing death tunnel ( this being, without question, the worst movie i've ever seen in my life ) so you can understand i went in rolling my eyes a little at seeing the directors and producers of that cinematic gem being in charge of this one first of all, i thought the director and producer were the same guy they both are kid rock meets dawg the bounty hunter i watched the taps investigation, and i am not a skeptic i think taps is the closest one will ever get to a scientific method in the field that was cool and believable i do believe they are haunted but this, like the reviewer above mentioned, like taking a tour okay a tour, fine, but the investigators and group leaders seemed to make a pretty penny and have a financial investment into whether its haunted or not, so when they have fantabulous stories, i have to take it with a heaping teaspoon of salt as someone else mentioned, i could make out whatever they wanted me to see in the picture about 50 of the time the rest of the time, i couldn't make out anything also without any context to the photos time of day, type of camera, moisture in the room, dust particles ( which 75 are what the orbs are ), weather and a ga gillion other factors, i ca nt accept them i also ca nt help thinking that some might be doctored why would that band keep the numbers from the door ? vandalism ? also during the taps investigation, they tried to dig up the death certificates of those nurses and they only found one which was ruled accidental ( people didn't want to officially proclaim suicide ) yet when one of the guides was mentioning this, he said yep, and its marked suicide it really felt like the guides to the haunted houses here in october i did however like the interviews with the patients and staff from the old hospital ( s ), that really gave it a lot of perspective and a personal touch i'm also glad that they mentioned that the staff had the best of intentions, and weren't some ghoulish wardens they weren't the best methods, but its all they had they were desperate to stop the disease",1,"i watched this after seeing death tunnel ( this being, without question, the worse movies i've ever seeing in my vie ) so you can realise i went in rolling my eyes a small at seeing the directors and producers of that cinematic gem being in charge of this one first of all, i thinking the director and producer were the same guy they both are kid rock meets dawg the bounties chasing i felt the taps investigation, and i am not a skeptic i think taps is the closest one will ever have to a scientific method in the field that was cool and believable i achieve supposing they are haunting but this, like the reviewer above mentioned, like taking a tour okay a tour, ok, but the investigators and group comandante sounded to creations a pretty pennies and was a financial reverse into whether its haunted or not, yet when they have fantabulous stories, i have to take it with a heaping teaspoon of salt as someone else mentioned, i could make out whatever they wanted me to viewing in the picture about 50 of the time the sojourn of the time, i couldn't make out anything also without any background to the photos time of day, type of camera, moisture in the room, dust particles ( which 75 are what the orbs are ), weather and a ga gillion other factors, i ca nt accept them i also ca nt help thinking that some might be doctored why would that band keep the numbers from the door ? vandalism ? also during the taps investigation, they tried to dig up the death certificates of those nurses and they only found one which was ruled accidental ( people didn't want to officially proclaim suicide ) yet when one of the guides was mentioning this, he said yep, and its marked suicide it really felt like the guides to the haunted houses here in october i did however like the interviews with the patients and staff from the old hospital ( s ), that really gave it a lot of perspective and a personal touch i'm also glad that they mentioned that the staff had the best of intentions, and weren't some ghoulish wardens they weren't the best methods, but its all they had they were desperate to stop the disease","jin"
0.9951660633087158,"imdb",0,"so, i won't disagree with the critics but i really was not all that moved by this movie. i was a little hesitant to rent it,as i am going through some of the same things the protagonist is supposed to be experiencing. yet, i did rent it thinking that i might experience some catharsis, or at the least understand that i am not alone. while i understood the protagonist's irritation with his careless cousin, i didn't feel his internal struggle with isolation as much as i would have liked. i felt that much more emphasis was placed on his disruptive cousin overstaying his welcome. it is a beautifully filmed movie, and i did really appreciate the use of silence to bring out the feeling of isolation.",1,"so, i won't disagree with the critics but i really was not all that moved by this movie. i was a little hesitant to rent it,as i am going through some of the same things the protagonist is supposed to be experiencing. yet, i did rent it thinking that i might experience some catharsis, or at the least understand that i am not alone. while i understood the protagonist's irritation with his careless cousin, i didn't feel his internal struggle with isolation as much as i would have liked. i felt that much more emphasis was placed on his disruptive cousin overstaying his welcome. it is a beautifully filmed movie, and i did really appreciate the use of silence to bring out the feeling of disappointment.","alzantot"
0.9331499934196472,"movie_review",1,"it is life affirming and heartbreaking, sweet without the decay factor, funny and sad",0,"it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable","jin"
0.9818180799484252,"imdb",1,"i thoroughly enjoyed this made for tv movie i was channel surfing, and came across the start of the movie boy am i glad i stopped this movie has a real hot cast, as well as a semi believable plot there's drama, comedy, action, and best of all, the human nature aspect of this film is what makes it great i hope it comes out on video, because i will buy a copy rating 9 out of 10 stars",0,"i thoroughly watched this made for tv movie i was channel surfing, and came across the start of the movie boy am i glad i stopped this film ha a actual sensuous cast, as well as a semi believable plot there's drama, comedy, action, and best of all, the human nature aspect of this film is what makes it noteworthy i hope it comes out on video, because i will buy a copy rating 9 out of 10 stars","jin"
0.9565905928611756,"yelp_polarity",0,"not great was hoping to like this place since they appear to have great happy hour deals and a good environment for catching games on tv, but our food came out cold and bland at least it's another chain that i can cross off of my chains i've never been to list",1,"not fantastic was waiting to loving this places than they appear to haya great thrilled hours deal and a good environment for catching games on tv, but our food came out chilled and prosaic at least it's another chain that i can cross off of my chains i've never been to list","jin"
0.9417358636856079,"movie_review",1,"the script is smart, not cloying",0,"the script is canny, not cloying","jin"
