,label_1,label_2,passage_1,passage_2,score_1,score_2,SE_Thresh,dataset
2,1.0,0.0,"Surprisingly impeccable service at the airline check-in desk. I'm kicking myself for not remembering the rep's name who helped us. My fellow weary traveler and I were NYC homeward bound after two weeks in Asia and a short stint in Vegas for a friend's wedding. With overly stuffed suitcases and heavy, jetlagged hearts, we approached the check-in counter and were startled by one of the only friendly greetings we received in the land of Vegas. Instead of checking our three bags, the airline rep suggested that we repack our bags to avoid a $40 charge and take the 3rd bag as a carry on. After doing so and just checking two bags, he deliberately looked the other way while the luggage was significantly over the weight limit. That's just good customer service. Oh yeah, and the flight itself was terrific. TV screens on every seat back, better snacks than any other airline, and friendly flight attendants. Love it.","Surprisingly impeccable service at the airline check-in desk. I'm kicking myself for not remember the rep's name who help us. My fellow weary traveler and I were NYC homeward bound after two weeks in Asia and a short stint in Vegas for a friend's wedding. With overly upholstered suitcases and hefty, jetlagged hearts, we approached the check-in counter and were startled by one of the only friendly salutations we received in the land of Vegas. Instead of checking our three bags, the airline rep suggested that we repack our bags to avert a $40 charge and take the 3rd bag as a carry on. After doing so and just checking two bags, he deliberately looked the other way while the luggage was significantly over the weight limit. That's just good customer service. Oh yup, and the flight itself was beautiful. TV screens on every seat back, better snacks than any other airline, and friendly flight attendants. Adore it.",0.9888351559638976,0.5789363980293274,0.97,yelp-sentiment
3,1.0,0.0,"Let me be clear on one thing: I love this place. The DJ's they have make it a lot of fun and the movie selections are great. In addition, their beer and wine selections are quite tasty. So, why not 5 stars? I think that the crowd just has to pick up, really. I know they're currently working on adding new menu items and movie selections to the place, but right now, it can just be dead. I went in there most recently last Friday. There was literally only one other group of people there. And I use the term ""group of people"" loosely, considering it was a group of two. We ended up leaving, because I can spend time with just my group of friends at my house if I wanted to and we were looking more to have an outing. However, I wanted the FilmBar atmosphere and experience that I certainly get on Saturday nights and it just was not there on Friday. DO go on Saturday nights. DJentrification is great and the vibe is wonderful. BUT...more importantly...go on other days!!! This place needs to fill up. Go see a movie, the theater is great! Get some drinks for happy hour. Go on Friday night and Sunday night! It's a nice bar that really has more of a hip lounge kind of feel. And the great part is that they're improving every day. I think they're only about a year old and it sometimes takes time. But the staff is great, the drinks are perfectly chosen, and the music is generally pretty amazing.","Let me be clear on one thing: I adore this place. The DJ's they have make it a lot of fun and the movie selections are great. In addition, their beer and wine selections are quite tasty. So, why not 5 stars? I think that the crowd just has to pick up, really. I know they're currently working on adding new menu items and movie selections to the place, but right now, it can just be dead. I went in there most recently last Friday. There was literally only one other group of people there. And I use the term ""group of people"" loosely, considering it was a group of two. We ended up leaving, because I can spend time with just my group of friends at my house if I wanted to and we were looking more to have an outing. However, I wanted the FilmBar atmosphere and experience that I certainly get on Saturday nights and it just was not there on Friday. DO go on Saturday nights. DJentrification is great and the vibe is wonderful. BUT...more importantly...go on other days!!! This place needs to fill up. Go see a movie, the theater is great! Get some drinks for happy hour. Go on Friday night and Sunday night! It's a nice bar that really has more of a hip lounge kind of feel. And the great part is that they're improving every day. I think they're only about a year old and it sometimes takes time. But the staff is great, the drinks are perfectly chosen, and the music is generally pretty amazing.",0.580682635307312,0.5044286251068115,0.97,yelp-sentiment
4,1.0,0.0,"You'd think that a really good burger wouldn't be that tough a feat to accomplish, but surprisingly not too many places seem to be able to pull it off. In 8 or so visits in the past few months Big Daddy's has consistently been able to serve up the best burgers I've had in Charlotte. Plus, they have really good fries, excellent sweet potato fries and the ne plus ultra of potato based burger sidekicks tater tots. I'm not certain why tater tots seem to go so perfectly with burgers, whether they actually taste good or it's more of a diabolicaly insidious after effect of school cafeteria tater-tot brainwashing, but the pairing of the tots and the beef puck works. If you dig root beer try the stuff they have on tap.","You'd think that a truly good burger wouldn't be that tough a feat to accomplish, but staggeringly not too several places seem to be able to pulling it off. In 8 or so visits in the bygone few month Big Daddy's has consistently been able to serve up the best burgers I've ha in Charlotte. Plus, they have really good fries, admirable sweet potato fries and the ne anymore ultra of potato based burger sidekicks tater tots. I'm not certain why tater tots seems to go so perfectly with burgers, whether they actually taste good or it's more of a diabolicaly insidious after effect of schooling cafeteria tater-tot brainwashing, but the pairing of the tots and the beef puck works. If you dig root beer attempt the stuff they have on tap.",0.9891933798789978,0.5214730501174927,0.97,yelp-sentiment
5,0.0,1.0,"Circus Circus is okay for those who are looking to save money and for families with kids. Other than that, this probably is not the best place. Generally, the casino and the Midway reeks of trash and smoke, which can become unbearable especially when it becomes extremely crowded later in the day. The Adventuredome is crowded with kids running around and teens in herds, but it definitely seems like a good time for those interested in theme parks. The free and continuous circus acts are also great entertainment. Even though it is located on the strip, it is so far away from all the real excitement and you would have to drive to other parking lots if you want to experience the full strip because walking would take a while. If you're looking for the glitz of Las Vegas, stay at the Bellagio or other similar hotels because what you'll get at Circus Circus are touristy souvenir shops, unclean areas, and outdated rooms. Good food options and okay customer service overall. Tip: Bring hand sanitizer and/or hand wipes Most likely will not be coming back here in the future. And the clown at the entrance sign is extremely creepy.","Circus Circus is alright for those who are looking to save money and for families with kids. Other than that, this probably is not the best place. Generally, the casino and the Midway reeks of trash and smoke, which can become unbearable especially when it becomes hugely crowded subsequent in the day. The Adventuredome is crowded with kids running around and adolescence in herds, but it definitely seems like a good time for those interested in topic parks. The free and continuous circus act are also great entertainment. Even though it is located on the strip, it is so far away from all the actual excitement and you would have to drive to other parking lots if you wanna to experience the full strip because walking would take a while. If you're looking for the glitz of La Vegas, stay at the Bellagio or other similar hotels because what you'll get at Circus Circus are touristy souvenir shops, impure areas, and outmoded room. Good food option and alright customer service total. Tip: Bring hand sanitizer and/or hand wipes Most likely will not be coming back here in the future. And the clown at the entrance sign is vitally creepy.",0.9811872243881226,0.5116141438484192,0.97,yelp-sentiment
6,0.0,1.0,"Came here on a weekend evening to grab a bite and some needed beverages. We ordered a bottle of wine and started out with their app special, the fried green tomatoes. This was def the best part of the meal. They were pretty yummy. I had the seafood crepes as my entree and wasn't expecting and didn't like the cream sauce. It was too heavy. My husband had a turkey panini of some sort which was pretty good but you can't really go wrong with a sandwich. I wasn't super impressed with the food or the ambience so not sure if I'll be back.","Came here on a weekend evening to grab a bite and some needed beverages. We ordered a bottle of wine and started out with their app special, the fried green tomatoes. This was def the best portion of the meal. They were quite yummy. I had the seafood crepes as my entree and wasn't expecting and didn't like the cream sauce. It was too heavy. My husband had a turkey panini of some sort which was quite good but you can't really go wrong with a sandwich. I wasn't peachy impressed with the eating or the ambiance so not sure if I'll be back.",0.8515985012054443,0.6160898804664612,0.97,yelp-sentiment
7,1.0,0.0,"I go to this smiths because it is the closest supermarket to my house. There is an Albertson's that is across the street from the Smith's, but I prefer Smith's. First of all, Smith's is open 24/7. That's great if I need some late night munchies or commodities such as toilet paper. Second, they have self checkout registers. I feel weird getting checked out by an employee, it seems as if I should be tipping them or something. If you have a shoppers card, you can save a lot of money on certain items that are discounted. And, if you use your card, you can redeem points towards gas discounts, which really isn't that great because the discount is at Shell stations, which charge a lot more than most gas stations. I will continue to shop here because it's convenient. The prices aren't that bad either, it's better than Albertsons. I think the prices are better than Vons too.","I go to this smiths because it is the closest supermarket to my house. There is an Albertson's that is across the street from the Smith's, but I prefer Smith's. First of all, Smith's is open 24/7. That's great if I need some late night munchies or commodities such as toilet paper. Second, they ha self checkout registers. I feel weird getting checked out by an employee, it seems as if I should be tipping them or something. If you have a shoppers card, you can save a lot of money on certain items that are discounted. And, if you use your card, you can redeem points towards gas discounts, which really isn't that great because the discount is at Shell stations, which charge a lot more than most gas stations. I will continue to shop here because it's convenient. The pricing aren't that bad either, it's better than Albertsons. I think the prices are better than Vons too.",0.5364582538604736,0.590330958366394,0.97,yelp-sentiment
8,1.0,0.0,"Those looking to unleash the interior designer within themselves can do no better than to come here. It's not particularly cheap, but if it's modern and slightly more unique items you are after then this is the place you are looking for. However, it should be noted that this place does not deal exclusively in lights and also offers other interior items generally including some sort of relationship to light in one form or another such as a number of items of furniture consisting of mirrors as their external surface. IF you do want something a bit more specific and have the money to spend then a visit here might be in order.","Those looking to unleash the interior designer within themselves can do no better than to coming here. It's not particularly cheap, but if it's modern and slightly more unique items you are after then this is the place you are looking for. However, it should be remarked that this place does not deal exclusively in lights and also affords other interiors items generally include some sort of relationship to light in one form or another such as a number of items of furniture consisting of mirrors as their external surface. IF you do want something a bit more specific and have the money to spending then a visit here might be in order.",0.8226836323738098,0.5046520829200745,0.97,yelp-sentiment
9,1.0,0.0,"Studio 24 is probably as far away as you'll get from any mainstream banter in Edinburgh. It aims to be completely different, and does so pretty excellently. If you want Reggae, Dancehall, Dubstep, Punk, New Wave, Mod, Ska, Rockabilly, Surf, 60s, Psychedelia, Garage, Soul, Rock, Metal, Hardcore, Industrial, Goth, Breaks, Balkan, Psy-trance, Techno or House, then this is your place. Alternative is the name of Studio 24's game (like a nice rhyme), so if you want your jaded night time outings to be jolted back to life with a big zap of something different, then I recommend giving this well established venue a try. As well as the range of alternative nights held here, there are also a lot of live performances, and a night called The Mission, for classic rock and metal, which my rock music loving friends keep banging on about. Last time I was here I watched an awesome Ska band, then danced badly to some Reggae. The club's interior isn't aesthetically stunning or anything, but it does have huge character, and the space for gig watching is pretty big. I don't know any other venue where you get such a wide range of different kinds of people and styles mixing in the same room, and that's what really struck me when I was here. Dance and dress how you want without the fear of pretension and dubious vibes stopping you from enjoying yourself.","Studio 24 is arguably as far away as you'll get from any mainstream banter in Edinburgh. It aims to be completely different, and does so pretty brilliantly. If you want Reggae, Dancehall, Dubstep, Punk, New Wave, Mod, Ska, Rockabilly, Surf, 60s, Psychedelia, Garage, Soul, Rock, Metal, Hardcore, Industrial, Goth, Breaks, Balkan, Psy-trance, Techno or House, then this is your place. Alternative is the naming of Studio 24's game (like a nice rhyme), so if you wanna your jaded night time outings to be shook back to vie with a big zap of something dissimilar, then I recommend giving this well established venue a try. As well as the range of alternative nights held here, there are also a lot of live performances, and a nighttime called The Mission, for classical rock and metal, which my rock music loving friends keep banging on about. Last time I was here I watched an awesome Ska band, then danced badly to some Reggae. The club's interior isn't aesthetically stunning or anything, but it does have gargantuan characters, and the space for gig watching is pretty big. I don't know any other venue where you get such a wide range of different kinds of people and styles mixing in the same room, and that's what really struck me when I was here. Dance and dress how you want without the fear of pretension and dubious vibes stopping you from enjoying yourself.",0.9719100594520568,0.5082662701606749,0.97,yelp-sentiment
10,0.0,1.0,"My family was visiting from out of town for Mother's Day Weekend and we wanted to try a new restaruant that none of us had gone to before. The hostess seated the four us on the patio and presented us with 3 filthy menus. They were covered in food and salsa. When we requested clean menus the hostess retrieved the 3 dirty menus and brought us back 3 MORE DIRTY MENUS!!! When our server Javier came to the table we told him about the menu situation and he seem less than bothered and never took care of the problem. Luckily one of us had hand sanitizer with us and we proceeded to clean our own menus so we could order! While we were ordering the server seemed more interested in watching the people walk by the patio than on giving us his attention. Food was pretty good. Water glasses were never refilled. Server did not check on us regularly. One of the members in our party went into the restaurant to speak with a manager about the sub standard service. The server Javier saw us speaking with the manager and without finding out what our complaint was; WENT TO OUR TABLE AND CONFRONTED MY PARENTS WHO ARE VISITING FROM OUT OF TOWN AND SAID, 'WELL I HEAR YOU WEREN'T HAPPY?"" The manager was very apologetic and comped our meal but we could not believe that the server confronted the table! I have worked in Food and Beverage myself for years but have never experienced or observed such rudeness from a server. Although the manager tried to recover us I will never return to the Cantina Loredo and I would suggest that anyone reading this to go spend their hard earned money elsewhere!","My families was visiting from out of town for Mum's Day Weekend and we wished to try a new restaruant that none of us had gone to before. The hostess seated the four us on the patio and presented us with 3 dirty menus. They were covered in nourishment and salsa. When we asked clean menus the hostess recovered the 3 dirty menus and brought us back 3 MORE DIRTY MENUS!!! When our servers Javier came to the tables we told him about the menu situation and he seem less than bothered and never taken care of the trouble. Luckily one of us had hand sanitizer with us and we proceeded to clean our owned menus so we could order! While we were ordering the servers seemed more interested in watching the people walk by the patio than on giving us his attention. Food was quite good. Water glasses were never refilled. Servers did not check on us periodically. One of the members in our party went into the restaurant to speak with a manager about the sub standards servicing. The servers Javier saw us speaking with the manager and without finding out what our complaint was; WENT TO OUR TABLE AND FACED MY PARENTS WHO ARE VISITING FROM OUT OF TOWN AND SAID, 'WELL I HEAR YOU WEREN'T JOYOUS?"" The manager was very apologetic and comped our meal but we could not believe that the server confronted the table! I have worked in Food and Beverage myself for years but have never experienced or observed such rudeness from a server. Although the manager tried to recover us I will never return to the Cantina Loredo and I would suggest that anyone reading this to go spend their hard earned money elsewhere!",0.9948318004608154,0.5412612557411194,0.97,yelp-sentiment
11,1.0,0.0,"I'll make this short and sweet. Hey, that's the perfect description of our waitress! We arrived on Friday night, between 6-7PM to a full parking lot, but a slow night over at Monta Ramen. We found street parking, got our name on the list and probably sat around 7 minutes after that. The bar top was packed while the main area had a steady flow of patrons ordering, dining, enjoying then leaving. Seems like standard operating procedures, so let's do it. I ordered the Spicy Tonkutsu Ramen and our table shared the Takana Rice. Literally, our ramen showed up within minutes.. Seems like they might have it sitting stove top somewhere. It took longer for our rice to show up, but it was definitely worth it. The rice was tasty, as are most fried foods. Fluffy and moist with bits and pieces of meat, egg and dashes of spice. As far as the ramen goes, there was a taste I can't quite describe.. it wasn't necessarily bad nor was it good. What saved the bowl, in my opinion, was the fact that they include a little sriracha style chili sauce which blended well in the broth and masked that indescribable taste. That, along with garlic and a dab of soy totally turned this dish from a 3 to a 4. The spice level, out of 10, had to be in the 5 or 6 zone. ALMOST had me, but it was more of a flavor than the actual kick. The ramen noodles were a little thin making it truly easy to finish this bowl off, which I find hard to do in the SGV area due to the portion sizes. This wasn't necessarily the best ramen I've had to date, but having the wind gust hard outside along with winter like temps and an empty stomach, it definitely did the job.. We didn't have to wait in a dreaded line, super-friendly service, decent prices, prompt ticket turnaround times and the meal was quite fulfilling.","I'll make this short and sweet. Hey, that's the irreproachable description of our waitress! We arrive on Friday night, between 6-7PM to a full parking lot, but a slow nightly over at Monta Ramen. We found street parking, get our naming on the list and probably sat around 7 minutes after that. The bar top was packed while the main area had a continual flow of patrons ordering, dining, enjoying then leave. Seems like norms operating procedures, so let's do it. I ordered the Spicy Tonkutsu Ramen and our tables share the Takana Rice. Literally, our ramen shown up within minutes.. Seem like they perhaps have it seated stove top somewhere. It took longer for our rice to show up, but it was certainly worth it. The rice was appetizing, as are most fried foods. Fluffy and damp with bits and pieces of meat, egg and dashes of spice. As far as the ramen goes, there was a taste I can't quite described.. it wasn't necessarily bad nor was it good. What saved the bowl, in my opinions, was the fact that they include a little sriracha style chili sauce which mixed well in the broth and masked that indescribable taste. That, along with garlic and a dab of soy totally turned this dish from a 3 to a 4. The spice level, out of 10, had to be in the 5 or 6 zone. ALMOST had me, but it was more of a flavor than the actual kick. The ramen noodles were a little thin making it truly easy to finish this bowl off, which I find hard to do in the SGV area due to the portion sizes. This wasn't necessarily the best ramen I've had to date, but having the wind gust hard outside along with winter like temps and an empty stomach, it definitely did the job.. We didn't have to wait in a dreaded line, super-friendly service, decent prices, prompt ticket turnaround times and the meal was quite fulfilling.",0.9928492307662964,0.5107479691505432,0.97,yelp-sentiment
12,1.0,0.0,"Round Corner reminds me of a mullet that's a party in the front, business in the back. The front half is purely a bar--there's three or four small tables that serve as drink stands, the music and conversations are loud and it's dim (almost dark). But in the back there are tables and chairs, a quieter atmosphere and they actually serve up some decent tex-mex dishes. When I'm there for food I always go for the pozole and steak tacos; happy hour tacos are half off (sha-wing!). The Tijuana Street Dog, a bacon wrapped hot dog slathered in all sorts of wonderment deserves a national holiday, but I save that for special occasions because I try to be nice to my arteries (sometimes). When I'm there for drinks I get a mojito or margarita. Margaritas lean towards the salty side but are also tangy and refreshing; great combo with Mexican food and served in boho-chic jars. Their tequila selection is so-so, I mean, I really expect more options if you're going to devote a fourth of your drink menu to a particular liquor. Make sure to bring out your best manners when ordering up at the bar, the bartenders can be a little rough around the edges at times. And it's in Lawrenceville so you can expect a pretty hip crowd, especially weekend nights.","Round Corner reminded me of a mullet that's a party in the front, business in the back. The front half is purely a bar--there's three or four small tables that serve as drank stands, the music and talks are loud and it's dim (almost dark). But in the back there are tables and presiding, a quieter ambiance and they actually serving up some decent tex-mex dishes. When I'm there for food I always go for the pozole and steak tacos; happy hour tacos are half off (sha-wing!). The Tijuana Street Dog, a bacon wrapped scorching dog slathered in all sorting of wonderment merited a national holiday, but I save that for special occasions because I attempt to be nice to my arteries (occasionally). When I'm there for beverages I got a mojito or margarita. Margaritas skinny towards the salty side but are also tangy and freshen; grand combo with Mexican nourishment and served in boho-fashionable jars. Their tequila selection is so-so, I mean, I truly expect more option if you're going to expend a fourth of your drink menus to a specific liquors. Make sure to bring out your best manners when ordering up at the bar, the bartenders can be a little rough around the edges at times. And it's in Lawrenceville so you can expect a pretty hip crowd, especially weekend nights.",0.9815651774406432,0.5440452694892883,0.97,yelp-sentiment
13,0.0,1.0,Show aside. The Venetian Theater had one bartender / server. Never expect the Venetian to have any customer service.hundreds of Vegas tourist ? Genius!!!! .,Show aside. The Venetian Theater had one barman / server. Never expect the Venetian to have any client service.hundreds of Vegas sightseeing ? Genius!!!! .,0.9082455039024352,0.5418891310691833,0.97,yelp-sentiment
14,1.0,0.0,"It's past 10pm, we're hungry, coming home from a wedding party that served small portions of non-edible food. We're visitors from the West Coast, know nothing of the area. Yelped for an establishment that is open late, and still serves food within a 2-mile radius from our hotel. Voila! Yelp has sent us to Huddle. Not only did we get some bomb-ass fish and chips, we got stiff drinks for cheap. WOW! I wouldn't mind coming back here just to hang out if we're in town again. Only thing is it's cash only. Good thing we still had some handy.","It's past 10pm, we're hungry, coming domicile from a wedding party that served small portions of non-edible food. We're visitors from the West Coast, know nothing of the area. Yelped for an establishment that is open late, and still serves food within a 2-mile radius from our hotel. Voila! Yelp has sent us to Huddle. Not only did we get some bombings-ass fish and chips, we got stiff drinks for cheap. WOW! I wouldn't mind coming back here just to hang out if we're in town again. Only thing is it's cash only. Good thing we still had some handy.",0.9258103966712952,0.5327827930450441,0.97,yelp-sentiment
15,1.0,0.0,"I was in town visiting a friend, and he suggested we try Scottsdale Quarter for shopping & restaurants. There are a ton of restaurants in Scottsdale Quarter, and Tanzy seemed to have the most diverse menu and great decor. Everything about this place oozes cool. PROS: 1. Ambience - the restaurant has beautiful, modern decor and attracts a young, upscale crowd. As you enter, there is large lounge area with sofas which makes it great for large groups to relax together. We actually ate in the lounge area and it was comfortable and relaxing. 2. Food - I tried a mozzarella bruschetta appetizer that is made in front of you which was a nice touch and also tried a pasta dish for my entree. Both dishes tasted good and the presentation looked fantastic. CONS: 1. Service - the service is so-so. As I mentioned, we chose to sit in the lounge area, and our waitress would check-in on us every 20-30 minutes even though the restaurant was pretty quiet. Our glasses were empty and took us awhile to get our entree order in after getting appetizers. 2. Price - the two of us ordered 2 appetizers, 2 entrees, and a couple of drinks each. Total cost about $110 (including tax & tip). A little pricey. Overall, I would visit this restaurant again once or twice a year for special occasions and group events.","I was in town visiting a friend, and he suggested we attempts Scottsdale Quarter for shopping & restaurants. There are a ton of restaurants in Scottsdale Quarter, and Tanzy seemed to have the most differing menu and grand decor. Everything about this placing oozes cool. PROS: 1. Atmosphere - the restaurant has beautiful, modern decor and attracts a young, upscale crowd. As you enter, there is big lounge area with sofas which makes it great for large groups to relaxing together. We actually eat in the lounge area and it was cozy and relaxing. 2. Dietary - I tried a mozzarella bruschetta appetizer that is made in front of you which was a nice touch and also tried a pasta dish for my entree. Both dishes tasted good and the presentation looked fantastic. CONS: 1. Service - the service is so-so. As I cited, we choose to sit in the lounge area, and our waitress would check-in on us every 20-30 minutes even though the restaurant was quite quiet. Our eyeglasses were empty and took us awhile to get our entree order in after getting appetizers. 2. Price - the two of us ordered 2 appetizers, 2 entrees, and a couple of drinks each. Total cost about $110 (including tax & tip). A little pricey. Overall, I would visit this restaurant again once or twice a year for special occasions and group events.",0.8914124369621277,0.503412663936615,0.97,yelp-sentiment
0,1.0,0.0,Hooray for a new neighborhood hang! Just a mile down the street from us. The staff is super friendly and the food is pretty good. I recommend the arancini and the pizza. I had the salmon and it was rather rare and the veggies super salty but maybe it was just an off plate. Happy to go back and try new tings or stick to the pizza. The beer selection isn't bad either and the owner seems to be a cool guy. I think things will only get better now that they have some months under their belt.,Hurrah for a new neighborhood hang! Just a mile down the street from us. The staff is groovy amiable and the nourishment is pretty good. I recommended the arancini and the pizza. I had the salmon and it was rather rarity and the vegetables groovy salty but maybe it was just an off plate. Glad to go back and try new tings or stick to the pizza. The beer selection isn't bad either and the proprietors seems to be a cool guy. I thoughts things will only get better now that they ha some months under their belt.,0.9940298795700072,0.5171929001808167,0.95,yelp-sentiment
1,1.0,0.0,"The sandwiches are delicious, if a bit spendy, but they are large and filling. The marijuana theme is hilarious :-) but maybe not kid friendly. Its a college joint, and right next to ASU so whatever. I would definitely eat here again if I was in the mood for a sandwich (admittedly not often).","The sandwiches are appetizing, if a bit spendy, but they are large and filling. The marijuana theme is hilarious :-) but possibly not kid friendly. Its a college joint, and right next to ASU so whatever. I would doubtless eat here again if I was in the mood for a sandwich (unquestionably not often).",0.9879425168037416,0.5074828863143921,0.95,yelp-sentiment
2,0.0,1.0,"Unbelievable! Read this little story! The flight was overbooked and the crew was disorganized. Flight was scheduled to leave at 10:50pm from Phoenix to San Francisco. The plane boarded on time. But come to find out the on board computer fan needed replacement. They kept us on the plane for an hour before they told us they were searching for spare parts. Once they claimed that they found the parts they needed us to un-board and wait at the gate. I forgot to mention this is after we already hit the runway before takeoff. This is where it gets fun. They send us across the airport to another terminal where a new plane awaits. We all gather at the new gate and learn that the plane is actually at the other end of the airport and we were misinformed. We all cross the airport to the new terminal. After we sit in the second plane and head for the runway we are told this pane has a problem too and we need to return to the gate. After sitting on that plane for an hour or so we are asked to exit the plane and to head to a different gate where a third plane awaits. By this time it's after 1am. We arrive to the new gate and board the third plane. We head for the runway....... Alas! This plane is broken too! It's now 1/4 to 3 and we are sitting in another terminal waiting to board the 4th plane wondering if we are ever going to make it home safely. Okay, it's 3am. We are now on the 4th plane in hopes it doesn't malfunction before takeoff. . .","Amazing! Read this little tales! The flight was overbooked and the crew was disorganized. Flight was foreseen to leaving at 10:50pm from Phoenix to San Francisco. The airplane boarded on time. But coming to find out the on board computer fan necessary replacements. They retained us on the plane for an hour before they told us they were searching for spare parts. Once they claimed that they found the parts they needed us to un-board and awaits at the gate. I forgot to mention this is after we already hit the runway before liftoff. This is where it obtains fun. They dispatched us across the airport to another terminal where a novel airplane expecting. We all gather at the newest gate and learning that the airplane is actually at the other ends of the airport and we were uninformed. We all crossing the airport to the newest terminal. After we sitting in the second airplane and head for the runway we are told this pane has a trouble too and we need to returns to the gate. After seated on that airplane for an hour or so we are asks to exiting the airplane and to head to a diverse gate where a third plane expecting. By this time it's after 1am. We arrived to the novel gate and board the third plane. We head for the runway....... Alas! This plane is broken too! It's now 1/4 to 3 and we are sitting in another terminal waiting to board the 4th plane wondering if we are ever going to make it home safely. Okay, it's 3am. We are now on the 4th plane in hopes it doesn't malfunction before takeoff. . .",0.9979293346405028,0.5209688544273376,0.95,yelp-sentiment
3,0.0,1.0,"Me, my husband and my best friend went to have breakfast on Monday morning. I was very excited about this place. Former chef from Casino, New downtown restaurant and cool interior.... Yes It is located at very weird area...you don't want to hang out on the street near the Eat. after dark. Only serving breakfast and lunch is a great idea. I don't want to be there at night time. Anyway we found the restaurant without any problem with my navi. But I didn't have any Quarters for the parking. I went inside and asked for some change. Restaurant was beautiful. Very hip, great vibe and cool California style...felt like i was at Santa Monica somewhere not in downtown LV. My friend ordered Smoked Salmon, my husband ordered Shrimp and Grits and a side of pancakes, and I ordered Truffled Egg Sandwich. Maybe our expectation was TOO high. Maybe Chef wasn't there when we were there. Sorry...every dish was nothing special... First of all Smoked salmon dish was just serving cream cheese, capers, sliced tomatoes, red onion and rye bread. My truffled egg sandwich...I can make better one at home. And my husband's Shrimp and Grits were the worst I've ever had. Shrimp wasn't season enough and the Grits were not season at all...not even salt. And coffee was luke warm. Staff was very nice and I loved the atmosphere. But when you pay for $65($55for food and coffee+$10 for tip) for breakfast for 3 people. I'm expecting more than just serving store bought smoked salmon with cream cheese. I will give the chef credit, because they do use high quality products. We want to see more than pretty presentation and hip dining space. The food need more flavor for that price. But we will give them another shot.","Me, my husband and my best friend went to have breakfast on Sunday morning. I was very excite about this placing. Former chef from Casinos, Newer downtown restaurant and refrigerate interiors.... Yeah It is situated at very weird zone...you don't want to hang out on the street near the Eat. after dark. Only serves breakfast and lunch is a great idea. I don't want to be there at night time. Anyway we discovered the restaurant without any problem with my navi. But I didn't have any Quarters for the parking. I went indoor and asked for some change. Restaurant was wondrous. Very hip, great vibe and cool California styles...felt like i was at Santa Monica somewhere not in downtown LV. My friend ordered Smoked Salmon, my husband ordered Shrimp and Grits and a side of flapjacks, and I ordered Truffled Egg Sandwich. Maybe our anticipation was TOO high. Maybe Chef wasn't there when we were there. Sorry...every dish was nothing special... First of all Smoked salmon dish was just serving cream cheese, capers, sliced tomatoes, red onion and rye bread. My truffled egg sandwich...I can make improved one at home. And my husband's Shrimp and Grits were the worst I've ever had. Shrimp wasn't season enough and the Grits were not season at all...not even salt. And coffee was luke warm. Staff was very nice and I loved the atmosphere. But when you pay for $65($55for food and coffee+$10 for tip) for breakfast for 3 people. I'm expecting more than just serving store bought smoked salmon with cream cheese. I will give the chef credit, because they do use high quality products. We want to see more than pretty presentation and hip dining space. The food need more flavor for that price. But we will give them another shot.",0.9934552311897278,0.5128415226936339,0.95,yelp-sentiment
4,1.0,0.0,"This store is on my go-to list when clothes shopping. While it is true that their prices might be higher than some things at Goodwill or St. Vinnie's, I feel like what I find here is consistently high quality. I'm more than happy to pay $5-7 for a like-new piece of clothing, even more so when it supports an amazing charity. I've never left empty handed. I don't buy as much housewares or furniture, but what I've seen in those areas looks nice. The staff are always laughing, smiling and very friendly. I've even overheard them calling someone when something particular comes in. As another reviewer mentions, they have a punch card reward program where every $10 you spend earns a punch and 12 punches gives you $10 in credit on your next purchase. Also, if you sign up for their e-mail list you automatically get a 20% off coupon good for 30 days and notification of various sales at both Madison locations (like $2 pants and skirts, or a % off of select types of items).","This store is on my go-to list when clothing shop. While it is veritable that their prices perhaps be higher than some things at Goodwill or St. Vinnie's, I feel like what I find here is permanently high quality. I'm more than joyous to pay $5-7 for a like-newer piece of garment, even more so when it supports an unbelievable charity. I've never left empty handed. I don't buy as much housewares or furniture, but what I've seen in those zones looks nice. The staff are perpetually laughing, grinning and very amicable. I've even overheard them call someone when something particular comes in. As another reviewer mentions, they have a punch card reward programs where every $10 you expenditure earns a punch and 12 punches affords you $10 in credit on your next purchase. Also, if you sign up for their e-mail lists you automatically get a 20% off voucher good for 30 days and notification of dissimilar sales at both Madison places (like $2 pants and skirts, or a % off of opting types of items).",0.998566210269928,0.5148259401321411,0.95,yelp-sentiment
