"Unnamed: 0","label_1","label_2","passage_1","passage_2","score_1","score_2","SE_Thresh","dataset"
12,1.0,0.0,"I love shopping at Goodwill, but this Goodwill I rarely find what I want. I was on my way to Target to get a coffee maker and thought I might stop here to see if I could quickly find one, but I couldn't. Personally, I haven't bought much from this Goodwill since it opened probably a year or so ago. However, the customer service at this Goodwill is excellent. People are always so cheerful and happy, personable. I just wish I could find stuff I like at this one, but alas, I can't. However, they do have a lot of stuff and things are fairly organized. So the excellent attitudes and customer service far out weigh everything else.","I love shopping at Goodwill, but this Goodwill I rarely find what I want. I was on my way to Target to get a coffee maker and think I might stop here to see if I could quickly find one, but I couldn't. Personally, I haven't bought much from this Goodwill since it opened probably a year or so ago. However, the customer service at this Goodwill is wonderful. People are always so cheerful and happy, personable. I just wishing I could find stuff I like at this one, but unfortunately, I can't. However, they do have a lot of stuff and things are fairly organized. So the terrific attitudes and customer service far out weighs everything else.",0.9309637546539308,0.6393837928771973,0.97,"yelp-sentiment"
9,0.0,1.0,"when it comes to entertainment , children deserve better than pokemon 4ever .","when it comes to entertainment , kids deserves better than pokemon 4ever .",0.6555735468864441,0.5687931776046753,0.99,"mr"
13,0.0,1.0,"Sunshine is a European import set in Hungary between 1880 and 1980, it's the epic story of Hungarian Jews, the Sonnenschein family. This name literally translates to Sunshine. The family has humble beginnings, then is prosperous, becomes upwardly mobile, changes it's name, and hopes to assimilate into Hungarian society so successive generations can advance professionally. The story is told through the eyes of the eldest son in each of three generations; Ralph Fiennes plays these three roles. For those who missed the WW-II and the Holocaust in Europe, the Sonnenschein' approach to life doesn't work out very well. Sunshine is being acclaimed as an artistic success, but it is an opportunity missed. The story line, dominated by world history, is predictable and transparent; this is reinforced with voice cover narration and newsreel footage. The family 'plot' lurches from one predictable event [ie. the Hapsburgs, WW-I, WW-II, Fascism, Communism, etc.] to the next with little continuity, depth or detail. The Jewish assimilation theme is unfocused, and important sub-themes [the 'secret' diary and family philosophy] that could have given the family character and credibility are l ost until the very end. Alternatively, the filmmakers provide generation continuity using common themes of incest / infidelity. Ralph Fiennes exhibits flashes of brilliance but his performance is far from award winning material. The ""3 for 1"" casting format is a viewer distraction and feels more like a cheap cinema gimmick than good theater. Sunshine is basically Hungarian ""History Channel"" material. It has the look and feel of Winds of War morphed with Forrest Gump morphed with Something About Sex.","Sunshine is a European import set in Hungary between 1880 and 1980, it's the epic stories of Hungarian Jews, the Sonnenschein families. This name literally translates to Sunshine. The families ha modest beginning, then is prosperous, becoming upwardly mobile, changing it's naming, and hopes to assimilate into Hungarian society so successive generations can progression professionally. The story is told through the eyes of the elder sons in each of three generations; Ralph Fiennes plays these three roles. For those who missed the WW-II and the Holocaust in Europe, the Sonnenschein' approach to life doesn't work out very well. Sunshine is being acclaimed as an artistic success, but it is an opportunity missed. The story line, dominated by world history, is predictable and transparent; this is reinforced with voice cover narrative and newsreel footage. The family 'plot' lurches from one predictable event [ie. the Hapsburgs, WW-I, WW-II, Fascism, Communism, etc.] to the next with small continuation, depth or details. The Jewish assimilation theme is unfocused, and important sub-themes [the 'secrets' diary and family philosophy] that could have given the familial character and credibility are l ost until the very end. Alternatively, the filmmakers provide generation continuity using common themes of incest / infidelity. Ralph Fiennes exhibits flashes of brilliance but his performance is far from award winning material. The ""3 for 1"" casting format is a viewer distraction and feels more like a cheap cinema gimmick than good theater. Sunshine is essentially Hungarian ""History Channel"" material. It has the look and feel of Winds of War morphed with Forrest Gump morphed with Something About Sex.",0.664287805557251,0.5068584680557251,0.95,"imdb"
23,1.0,0.0,"The yogurts were good and I was pleased with the service. The place is not brand new but looks like it was very nice at one point. The floors were a bit dirty but they were white so it must be difficult to keep them clean. I like how big the place and roomy it is with tables outside too.","The yogurts were good and I was glad with the service. The place is not brands new but looks like it was very nice at one point. The floors were a bit filthy but they were white so it must be difficult to maintain them clean. I like how large the place and roomy it is with tables exterior too.",0.7693813443183899,0.6625424027442932,0.95,"yelp-sentiment"
15,1.0,0.0,"If you ""get it"", it's magnificent. If you don't, it's decent. Please understand that ""getting it"" does not necessarily mean you've gone through a school shooting. There is so much more to this movie that, at times, the school shooting becomes insignificant. Above all, it's a movie about acceptance, both superficially--of a traumatic event, but also of people who are different for whatever reason. It's also a movie about unendurable pain, and how different people endure it. In this case, the contrast between Alicia's rage and Deanna's obsession creates an atmosphere of such palpable anxiety that halfway through the movie we wonder how the director could possibly pull a happy ending out of his hat. Thankfully, the audience is given credit for being human beings; our intelligence is not insulted by a sappy, implausibly moralistic ending. Above and beyond that, I try to keep a clear head about movies being fiction and all that. Yet I must admit, I cried like a lost little baby during this movie. There were certain things about it that hit *very* close to home and opened up some old wounds that never quite healed. But that is not necessarily a bad thing.","If you ""get it"", it's fantastic. If you don't, it's decent. Please understanding that ""getting it"" does not necessarily mean you've gone through a school shooting. There is so much more to this movie that, at times, the school shooting becoming insignificant. Above all, it's a movie about acceptance, both superficially--of a traumatic event, but also of people who are different for whatever grounds. It's also a movie about unendurable pains, and how assorted people endure it. In this case, the contrast between Alicia's rage and Deanna's obsession creates an atmosphere of such palpable anxiety that halfway through the movie we wonder how the director could possibly pull a cheerful ending out of his hat. Thankfully, the audience is given credit for being human beings; our intelligence is not insulted by a sappy, implausibly moralistic ending. Above and beyond that, I try to keep a clear head about movies being fiction and all that. Yet I must admit, I cried like a lost small babe during this movie. There were certain things about it that hit *very* close to domicile and opens up some ancient wounds that never quite healed. But that is not necessarily a bad thing.",0.8247542977333069,0.5164511799812317,0.97,"imdb"
1,1.0,0.0,"paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .","paid in full is surprisingly engage albeit being markedly derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .",0.9799287915229796,0.6126232147216797,0.96,"mr"
47,1.0,0.0,"What's the best way to start a review of a movie like Der Todesking? Let me start by saying I've just come direct from viewing this movie, and the images are still burned deep into my brain - and I don't think they'll be moving any time soon. It's probably fair to say that if you're on this page you have a good idea what sort of film this is even if you haven't seen it. If not, let me forewarn you that this is not a moderate-budget gem that's been lost for a few years a la ""Near Dark"", nor is it a low budget, schlocky, ""fun"" B-movie. What it is it low-budget art, put forward in a simple yet poignant way. The idea is a simple one - seven stories revolving around, and ending in, suicides interspersed with footage of a decomposing corpse. Sounds simple right, even boring? It isn't. Words can't really describe how powerful this film becomes by the time you are halfway through; it virtually draws you into it whether you want to go or not. I could go on a ramble here about the technical pros and cons of the direction; maybe point out that the scenes are obviously shot on super-8 cameras and are at sometimes shaky. I could point out that some of the sound effects are out-of-sync in a way to rival any Fulci movie, but at the end of the day this all seems to pale into insignificance. As far as extreme movies go, I've seen the hardest of them, and yet Der Todesking moved me in a way that few others have managed, despite not being particularly gory and having very few scenes that I would consider ""gratuitous"". In fact, the most disturbing scene I found was the last tale. I won't ruin it, just to say that the character's emotional agony virtually drips from the screen and makes you sympathise, if not yearn for his end. Sure, it's not the best movie ever made, and in a lot of places is seems crude and maybe a little amateurish, but in spite of these flaws Der Todesking is an experience I would recommend to anyone who likes challenging cinema. If you're someone who likes comfortable viewing or ""nice"" movies, or simply wants to gross out on something brutal and pointless, this is not what you're looking for. Whether you enjoy it or not, It's one you won't forget in a hurry.","What's the best way to start a reviewing of a movie like Der Todesking? Let me start by saying I've just come direct from view this movie, and the images are still burned deep into my brain - and I don't think they'll be moving any time soon. It's probably fair to say that if you're on this page you have a good idea what sort of film this is even if you haven't seen it. If not, let me forewarn you that this is not a moderate-budget gem that's been lost for a few years a la ""Near Dark"", nor is it a low budget, schlocky, ""amusing"" B-movie. What it is it low-budget art, put forward in a simple yet poignant manner. The idea is a simple one - seven stories revolving around, and terminate in, suicides interspersed with footage of a decomposing corpse. Sounds simple right, even boring? It isn't. Words can't really describing how powerful this movie becomes by the time you are halfway through; it virtually draws you into it whether you want to go or not. I could go on a ramble here about the technical pros and cons of the direction; maybe point out that the scenes are obviously shot on super-8 cameras and are at sometimes shaky. I could point out that some of the sound effects are out-of-sync in a way to rival any Fulci movie, but at the end of the day this all seems to pale into insignificance. As far as extreme movies go, I've seen the hardest of them, and yet Der Todesking moved me in a way that few others have managed, despite not being particularly gory and having very few scenes that I would consider ""gratuitous"". In fact, the most disturbing scene I found was the last tale. I won't ruin it, just to say that the character's emotional agony virtually drips from the screen and makes you sympathise, if not yearn for his end. Sure, it's not the best movie ever made, and in a lot of places is seems crude and maybe a little amateurish, but in spite of these flaws Der Todesking is an experience I would recommend to anyone who likes challenging cinema. If you're someone who likes comfortable viewing or ""nice"" movies, or simply wants to gross out on something brutal and pointless, this is not what you're looking for. Whether you enjoy it or not, It's one you won't forget in a hurry.",0.7299279570579529,0.5152732133865356,0.97,"imdb"
13,0.0,1.0,"that zhang would make such a strainingly cute film -- with a blind orphan at its center , no less -- indicates where his ambitions have wandered .","that zhang would make such a strainingly adorable film -- with a blind orphan at its center , no less -- indicates where his ambitions have wandered .",0.6508496403694153,0.6314508318901062,0.98,"mr"
2,1.0,0.0,"Located off the strip, but 5 minute walk from Planet Hollywood. We had an employee discount so $400 for 2 nights, in a 2 bedroom, 2 bath, kitchen, pretty nice suite. You can't complain about that! The view from the 38th pool/outdoor bar is nice. The pool area is kind of weak. Very small. The rooms are nice. The cleaning isn't that great. They didn't even make my bed (well I slept on the couch, but you get my point). The place wasn't really cleaned in between days. The horrible thing is: Check-out is at 10 AM (although they extended it to 11). Check-in was at 4 PM, although we got our room at around 2:30ish after our 12-hour gambling marathon.","Located off the strip, but 5 minute walk from Planet Hollywood. We had an employee discounts so $400 for 2 nights, in a 2 bedroom, 2 bath, kitchen, pretty nice suite. You can't complain about that! The view from the 38th pool/outdoor bar is nice. The pool area is sort of weak. Very small. The rooms are nice. The cleaning isn't that great. They didn't even make my bed (well I slept on the couch, but you get my point). The place wasn't truly cleaned in between days. The horrendous thing is: Check-out is at 10 AM (although they extended it to 11). Check-in was at 4 PM, although we got our room at around 2:30ish after our 12-hour gambling marathon.",0.5787491202354431,0.6870416402816772,0.99,"yelp-sentiment"
39,0.0,1.0,"Yes, this is one of THOSE movies, so terrible, so insipid, so trite, that you will not be able to stop laughing. I have watched comedies, good comedies, and laughed less than my wife and I laughed at this movie. The other comments give the idea well enough. The characters are so unpleasant you cheer the rats on, the effects are so poorly done you wonder whose elementary school art class was in charge, the acting-- oh the acting-- talk about tired dialogue and embarrassing pauses. But the rat, yes, the big rat. Why we didn't get to see the rat until the end rather surprised me. Often the 'big one' isn't shown until the end because the budget is limited and good effects chew up so much money. I surmise, however, that in this case the big rat was hidden until the end because the filmmakers were ashamed that the best they had was a guy running around dressed up like a woodchuck with third-world dentistry. The most sublime part of the whole movie is the elevator scene. After figuring out that the rats couldn't stand loud noise (migraines from the bad acting?), the main dude rigs up a fire alarm to send the rats into a frenzy. If you've ever wanting to see a pair of rats waltz while blood squirts out of their heads like a geyser, this film is for you. Really, you need to rent it and see for yourself. But not for more than 99, OK?","Yes, this is one of THOSE movies, so horrific, so vapid, so unremarkable, that you will not be able to halts laughter. I have watched comedies, good comedies, and laughed less than my wife and I laughed at this movie. The other comments give the ideas well enough. The characters are so unpleasant you cheer the rats on, the effects are so poorly accomplished you wonder whose elementary school art class was in charge, the acting-- ah the acting-- chitchat about weary dialogue and embarrassing pauses. But the rat, yes, the big rat. Why we didn't get to see the rat until the end rather surprises me. Frequently the 'large one' isn't shown until the ends because the budget is narrow and good effects chew up so much money. I surmise, however, that in this case the big rat was hid until the end because the filmmakers were ashamed that the best they had was a guy running around dressed up like a woodchuck with third-world dentists. The most superb part of the whole films is the elevator scene. After figuring out that the rats couldn't stand vocal noise (migraines from the bad acting?), the main fella rigs up a fire alarm to send the rats into a frenzy. If you've ever wanna to see a pair of rats waltz while blood squirts out of their heads like a geyser, this film is for you. Really, you needed to rent it and see for yourself. But not for more than 99, OK?",0.9329899549484252,0.5241093039512634,0.97,"imdb"
